 	CD8+ T cells	CD4+ T cells	CD4Tcell-Th1-restimulated12hour	CD4Tcell-Th1-restimulated48hour	CD4Tcell-Th2-restimulated12hour	CD4Tcell-Th2-restimulated48hour	MemoryTcell-RO-unactivated	MemoryTcell-RO-activated	NKcell-control	NKcell-IL2stimulated	NKcell-IL15stimulated	Bcell-naive	Bcell-Memory_IgG_IgA	Bcell-Memory_IgM	PlasmaCell-FromPBMC	PlasmaCell-FromBoneMarrow	Monocyte-Day0	Monocyte-Day1	Monocyte-Day7	DendriticCell-Control	DendriticCell-LPSstimulated	Neutrophil-Resting
KBTBD8	7.802223919	7.830120082	9.644172646	9.085112128	9.063133485	8.388598553	8.473167259	9.00898785	8.403859917	8.975531601	8.960289187	9.36632846	9.060042654	9.239989877	9.094123443	8.823243825	8.002106149	11.20870116	9.275332839	9.845576296	9.079209197	8.609970618
KLC3	4.710627377	6.948456789	4.759635232	5.743003245	6.386983342	5.62237401	5.484567824	5.081211784	5.208351428	5.202715477	5.179185903	5.701402515	5.401519544	6.036338483	7.086695322	7.919010778	5.037158889	5.956546531	5.53966806	5.616891864	4.946122592	6.317868415
C22orf41	6.122434597	6.949021261	4.45318831	6.912222709	4.295208734	4.925651358	7.148466413	6.674568933	4.654736262	4.497969962	5.508518448	5.078548843	5.847207717	7.213096927	7.654514307	6.557494336	4.373114554	4.952574306	4.358806486	4.192970023	4.917877257	4.992414963
PDE8A	2.285846057	3.278183042	3.281401521	3.13060145	2.900399919	2.248231207	2.172700853	2.327974725	2.934516502	3.232967681	2.362843898	3.729086583	6.485712601	4.681210296	4.870644189	3.645298164	2.567930731	3.780957452	2.994006394	3.072020025	2.627334459	3.733983349
C14orf45	3.607182337	4.289883636	4.325386415	4.325602285	4.263134589	3.604822531	5.130724991	6.071369398	4.048737519	4.237257771	4.026652537	6.758025194	6.307118823	7.182617817	5.393988149	6.460242906	4.64503391	4.370774576	4.454461069	4.63803521	4.245153355	6.336376232
MDGA2	5.745546602	7.141126202	5.108775338	6.128843272	5.127619524	5.125912795	4.511130646	4.390690611	6.152660046	5.067320339	5.64911244	5.417433024	5.547087321	4.439423673	3.959801061	6.924082066	5.298383386	5.402057014	5.124572838	4.903399863	3.98020814	5.106331567
TCL6	4.910192989	6.084283998	6.178306311	5.988881577	6.359819827	4.660780334	5.480383618	4.720643289	5.906535889	6.294933146	6.20820509	8.483686816	7.295743684	6.91353571	5.552059361	7.505988159	6.828641101	6.283139298	7.308570359	7.380567847	5.960496265	7.035716274
C10orf53	5.855796644	7.031652503	5.505224037	5.340847077	5.481751005	5.8188676	6.928800619	5.767372305	5.421501038	6.572622927	5.605158472	8.099812164	8.304954743	8.327577344	9.007750536	9.484768024	5.189373234	6.292366117	5.365196765	5.07175552	5.193239504	5.891788563
LIN7A	4.725768418	3.993221467	6.198828072	6.262264011	5.808745422	5.533957814	4.571798142	3.566328086	5.371968265	5.077875321	3.822815109	6.3093867	6.087118038	6.3820144	5.050298527	4.773640353	5.848090829	4.538889897	5.381401631	5.561570537	5.873837801	8.036025213
PION	6.747256472	7.095126217	6.078513771	5.6330921	6.008734871	5.765517066	5.187767747	4.918910929	10.18801542	8.418297066	7.770709036	9.248359986	8.835048486	8.832251575	7.686467844	7.185695611	7.821470001	9.109408011	7.396465642	7.601841343	6.811087786	7.125725483
FAM81B	5.853184776	5.794441861	4.583789835	6.306195393	6.166802465	6.033525785	6.362826369	5.100585253	6.760230928	5.952422101	5.653829135	8.446234958	7.622719918	8.212662957	7.489422513	7.656508884	6.227282204	6.038470934	6.282225102	6.00682536	5.758938277	7.537438963
TIGIT	9.744639195	8.127253229	9.831053839	10.32795564	10.02383889	10.16368825	9.89144906	9.79691513	11.01495133	11.43590284	11.45890289	7.167696264	7.238815515	6.362167396	7.842790314	8.111509992	5.629640759	5.436622715	5.040556405	5.688823776	5.38708677	6.757428681
C17orf74	4.319943024	5.125719973	5.643986026	6.143855956	4.160167244	5.143026004	5.117265605	3.532566323	5.660787463	4.525693061	6.028134451	5.022938437	5.044951417	6.848938984	5.14226366	4.143189311	4.665421197	4.689084791	4.609562913	4.223512651	4.957543201	4.649500499
LOC100506236	4.168541756	5.402960878	4.817648837	4.152724261	3.694805921	4.908812908	4.094911647	4.040746342	4.226893814	4.245891118	3.322456987	5.159040936	4.626526747	4.964479498	5.108649903	6.78439274	4.499845887	3.976485841	3.579924319	3.810408827	3.894510602	5.083162298
GNPTAB	8.423041304	7.892170395	8.786978547	9.03220464	8.380325412	8.491903857	8.66960438	8.21977839	9.810485279	10.3462112	9.725000354	8.222872857	8.484009198	8.791013075	8.206206901	7.875365401	8.386056472	8.059864026	8.908184183	8.643482243	8.150306648	8.834423012
ZNF493 /// ZNF738	8.335950798	8.427444151	7.478785795	7.00544116	7.395571264	7.089148536	7.853924974	6.48658567	9.530393656	8.370133759	8.154830764	8.591904308	8.337760144	8.455283035	7.570141588	7.991830759	6.293649436	5.181400762	5.910938484	7.033353252	7.213522261	8.86675223
RASSF1	6.48142408	6.780966198	5.219904204	7.266830258	5.879942602	5.904933616	6.684491496	5.467094675	6.602606084	6.125584982	6.108071365	7.904478077	7.847766771	8.45758198	8.544821508	9.210643951	7.019976137	5.703903573	5.671257984	6.33850167	6.462316854	7.885818372
IRG1 /// LOC100510030	7.950796448	7.917278582	7.572707805	8.156378076	7.834070685	7.510315831	8.075468453	6.923065964	10.94049034	9.406762839	8.953077982	9.086647306	8.820307427	8.753548548	8.861176878	9.673813445	9.723786211	12.51674695	7.824648536	7.709562908	8.586782254	9.20811045
PCDHB4	6.354522686	5.824207771	4.99365172	5.582766732	6.401903472	6.490489907	6.629934554	4.971374942	6.671576448	6.825686426	6.1940148	9.459558961	8.548325837	8.412106162	6.720980668	7.768612768	6.640082217	6.300177123	6.232900547	6.32422556	7.126914366	7.215564062
NPIP /// PKD1P1	4.088841229	5.303598117	4.47809816	4.454439135	3.275106403	4.170379112	4.051778111	3.551392968	4.690836098	3.919397293	3.967737333	4.817045772	6.771971388	5.339075014	5.008719933	4.944846736	4.124672775	5.433062374	4.517375439	4.343324906	4.326525364	4.564561085
KRT27	4.400794067	6.704212606	6.005714364	5.34323014	5.859895027	3.935993981	4.756098146	5.149218712	5.218907069	5.42173497	4.796589102	6.707489295	6.431911236	7.888598668	5.921380788	6.824643763	5.022012644	4.565881463	4.51204775	5.478346286	4.919745277	6.076721552
LOC100128727	5.014154409	6.602518246	6.188925064	6.18259961	5.091206159	5.913256448	4.167625544	4.610326034	5.795766948	6.143568928	4.950981571	6.650255784	7.659796148	6.049614433	6.127420051	5.967232024	5.511278265	5.820423646	4.825047813	4.957179448	5.183129171	7.036703328
PYHIN1	10.78398655	7.887935438	9.362565227	10.22032794	9.806564658	10.30718752	11.24220154	9.593681189	11.75880971	10.50194503	10.5056728	7.175498939	7.915425292	7.978840567	7.361616317	6.121139766	4.886631433	4.917769872	4.947003717	5.286690205	5.245711149	7.136252919
CADM2	4.332152944	6.663392063	4.317557328	4.697106574	2.808110422	4.621778389	5.863112496	4.192220472	6.200462176	4.969417606	4.40617382	7.255732711	7.784024597	7.837802938	7.171103389	7.043596045	4.428175898	3.437627248	3.637465343	2.992405899	3.965815062	6.93921247
ZNF341	7.080319226	5.726368042	7.565429623	7.561117345	7.392904114	6.9973037	6.895201623	7.109095846	7.110666	7.620809249	7.147689983	6.361565353	7.677217518	6.507699514	9.460511869	5.346442816	7.48354575	7.060254591	6.505553552	6.485831992	7.415278398	7.579871033
LOC374443	11.24195203	10.82042232	9.260646724	10.29090931	9.142586174	9.613352999	11.05369786	9.564931294	11.93783493	10.54963952	10.45838559	10.59354012	10.22986517	10.55995133	9.754488368	8.630419123	10.08900957	12.37492054	9.718950498	9.362641931	11.15402536	9.219824362
LOC100507531	4.052285461	5.336438124	4.157286295	4.849715762	4.341796031	5.084673765	4.679761574	3.170245565	4.733530599	4.929317595	6.369161091	6.019047382	5.13292637	5.384533388	5.538827832	5.582841985	5.009272515	4.971344284	4.305022027	4.653575992	4.966338173	6.388578751
ENAM	3.415082583	5.385074346	2.189508317	5.385154897	4.379690267	5.558553369	3.193561499	2.745022149	4.452101186	5.879259756	5.400714385	5.319272123	7.141384252	7.0779773	4.293811878	5.828714081	4.066476728	5.917781804	4.335854801	4.175817316	2.804810789	5.649086566
HERC1	6.14404127	7.253475637	4.525818322	5.854627395	4.079150516	6.607049146	6.813276695	4.880571254	7.484585278	6.929066628	6.229472564	6.449285449	5.751457026	5.57339725	3.155533374	3.532940288	5.577116588	4.001224268	5.329042846	4.795940072	4.235152624	4.277121847
TBX5	4.178694725	5.180413116	3.835570429	4.259975457	3.806530289	4.856554177	6.280659432	4.524878598	5.003872042	3.989338863	5.75715218	6.968859304	6.523714842	7.203242764	5.579612618	6.436257636	4.368093164	4.975198346	4.39613665	4.553329781	4.452858965	7.763590838
LRMP	6.695238733	6.124121312	4.431957188	5.53867266	4.298878222	5.537068233	6.058886475	3.539158811	6.178027385	5.990959397	4.026844313	7.77414415	7.857789763	7.259926825	6.528852579	7.102442929	6.031442985	4.654044032	3.960866903	4.939853427	5.102322191	7.471283398
LOC100510080	4.713558356	5.677705549	5.46048047	5.874214984	6.044649119	5.496867089	5.182083102	5.714098951	5.166454355	5.625983477	5.385902655	7.833961694	7.700644317	7.84142125	6.60610165	7.660883706	4.991064495	5.387227535	4.154264548	4.612745657	5.237818625	6.691433664
LOC100287808	5.086380414	6.304383267	3.863987993	4.656782364	3.071648274	4.371558863	3.877057089	3.70560935	4.404698799	4.938897372	4.253144674	4.919449053	5.11593839	5.618781914	4.402790381	5.584105646	4.687415344	4.277935169	3.794277223	4.327004653	4.730757685	4.747204768
SLC35F4	4.415014957	5.733489926	3.332636334	5.795914105	2.745667602	4.041797848	5.259586355	5.681402412	6.574699479	5.913708028	6.225605921	5.593511709	6.481484627	7.578019759	5.743102013	6.627391614	4.725941063	5.733433434	4.533542584	3.303561588	4.499697093	7.417381664
SCARNA17	9.679539478	8.818248759	8.298580424	7.191628447	8.144938598	7.395768318	10.49962336	7.766509032	11.06429716	10.43757503	10.46213789	7.600577731	7.160804247	7.593180072	7.431731592	7.074786383	7.856373132	7.109297869	6.355763656	6.341318667	7.953283672	7.542383429
GPR120	3.9353183	5.800718743	2.505763926	4.605711615	3.661293556	2.881207792	4.640929361	4.745595899	4.175305026	3.354903461	3.554732091	5.70639241	4.988991369	5.359872525	4.517212692	3.992383238	4.43683367	4.739326075	4.01717959	8.197643458	5.088947205	4.731259285
RASGRP4	4.656796662	6.713938627	4.09963185	5.078012003	5.761737375	6.448543095	5.488664961	6.188684445	6.195342676	6.170866453	5.853005908	6.164613906	7.294397895	7.81253994	5.455305299	7.153825599	10.48552721	6.512096488	6.513894684	6.523624681	6.079641223	11.38900552
CYP19A1	4.785001198	5.308266211	2.783980414	3.633353706	4.521218288	4.595662784	3.859174456	1.884011738	4.670288005	5.567149918	4.127715811	7.022637302	7.487225049	6.71596199	5.716990894	6.929693371	4.091643422	4.789637972	4.236262993	4.098088245	4.276099585	7.132562449
DAB2	2.970347518	5.410793346	2.718416428	3.412194394	3.863905422	2.728065624	4.116725163	2.406264541	5.001577085	4.664801381	5.116842969	5.630613486	5.357833479	6.804095518	4.510075782	7.041001987	5.684652788	8.501308763	10.41031911	9.736285789	7.829879151	6.14023468
C15orf43	3.876123989	5.861144819	3.428879366	4.445903234	4.363451457	4.34742944	4.683565465	4.127248069	5.618201942	5.405869862	5.198435219	6.389738879	7.148207084	5.894035586	5.588744613	6.441935745	3.968996953	4.937736717	3.760105598	4.200352639	4.765039619	6.317738201
LOC643733	9.150916295	7.251034187	5.326339597	7.171009954	6.317653796	6.738817367	9.448696571	7.519471139	9.080330553	8.157226664	8.125440163	8.691533168	7.013774884	6.177583981	6.900854735	5.840853439	5.528318659	5.068581249	5.149228875	5.485641498	5.295869931	7.027452665
SPAG16	4.338709645	4.662832127	3.870019418	4.692538788	2.343502577	5.415138935	5.573475518	4.328668944	6.037870872	6.324371393	5.271537729	7.558294971	7.696124259	7.63599557	6.298261178	6.514619383	5.231918755	4.477769058	5.045006042	5.236569152	4.503338133	7.347174872
CARS	8.681122429	8.784237859	8.386539381	10.08696373	8.424330079	9.11172515	9.125686399	10.24015887	8.251627975	9.398950143	9.220543186	5.742298848	7.760388963	7.08082552	9.258593514	7.770974365	7.810522902	7.406683344	8.137026133	7.843693928	7.974143043	8.181563758
SLC35E4	4.67276476	6.237015516	4.334389501	6.014816477	4.677790101	6.208380694	5.462521358	3.942232976	7.217271922	6.337354298	6.230686572	6.525950282	8.053055659	7.143753088	6.823817282	6.806788038	4.662651762	5.139636615	4.685781335	5.238385631	5.571914408	7.324085114
CLEC7A	5.384990914	4.685846731	4.406264541	4.530299684	4.491746226	2.943421281	4.387523383	1.376660828	2.134467393	4.807591917	5.070890177	6.274759516	5.829919309	6.270743836	4.473029222	4.606693908	7.510891391	5.776935229	5.832982816	7.045171727	4.358560366	6.946927323
ZNF517	4.269014439	5.52682002	3.13873257	4.470450097	3.579059436	3.636953237	4.764402777	4.067122393	4.107897062	4.626310632	3.476900083	6.127320796	6.411883795	6.985767951	5.50099321	4.728287887	3.506843099	5.396484908	3.069272525	3.705277574	4.956072145	5.214847526
MUSK	3.73992909	4.404630684	2.888889337	3.948071263	3.686500527	2.43304846	2.377493979	1.760149963	4.29000041	3.237227173	3.459934288	4.835462153	5.301212658	5.865145558	5.332791462	4.489205728	3.488975525	4.261455595	2.733173541	3.01854516	3.634767496	4.45318831
BMP6	4.204942774	5.840614294	4.477159211	4.377239457	4.743389299	4.078182838	4.289072104	4.318413259	4.507382383	5.449198179	5.742069107	4.801203009	5.005770495	5.155850406	6.82984956	7.673302008	5.230219028	4.580215848	4.353964268	4.537347842	4.915218117	5.230817842
ACTG2	5.815383296	5.27000559	3.989502361	5.158202361	4.242068923	4.643952366	6.333274638	6.013834424	4.946473547	4.460821183	4.628131996	6.043103861	5.53407717	6.224382804	8.107168244	8.139869785	5.422460086	5.532937692	5.916229805	5.747758857	4.913719196	7.129781691
SPTAN1	5.530414141	5.166179824	4.250279466	5.573192724	4.612863584	4.577569817	5.045894325	5.46760555	5.082340678	4.676876678	4.428924019	5.628469496	5.979939586	5.790374564	5.347559363	7.80560685	4.492136264	4.88449617	4.20224139	4.760815293	4.662993486	5.156550328
LOC100129112	5.187292681	3.972784542	4.443407737	5.290326097	5.659734317	4.098481319	2.77118131	3.55638854	4.059398544	4.195583828	3.243592923	5.030808995	3.932557296	6.851239949	4.333662255	4.357798297	4.017521104	5.949811151	4.420959538	2.785236661	3.167893112	4.677158661
SAE1	5.489269964	5.76463278	5.843205021	6.774606986	5.543877335	5.878136767	4.763801056	4.408711861	5.214629971	6.074021545	6.689522817	5.609489041	6.231945947	5.891558929	5.133029156	5.443233664	5.011670807	4.932502179	4.971581872	5.284051372	5.313070463	5.844973097
DSCR8	5.134231209	6.538703696	4.825963664	5.456083307	5.285118584	4.747047186	6.275603079	4.84597505	5.55875743	5.291294123	5.354099484	8.105352569	7.18322596	7.399222374	6.222971959	7.21880538	5.25409638	5.343629895	5.127726128	4.814892173	4.946153792	8.077089149
C21orf81	8.984158522	8.87705402	8.442365058	8.974563728	8.484923567	8.345853178	7.574631368	8.413307765	10.84206075	9.635636507	9.427715457	9.171313714	9.323572168	8.750602318	8.601113349	9.795197926	7.827550717	7.850708802	7.878059601	7.593683679	9.524305654	9.276803243
RPS14	7.747340401	7.928504558	5.007419784	7.417363097	6.049739663	7.328917226	8.156812879	7.107963299	7.476740129	6.630379259	5.744775546	6.554360809	6.037898319	5.584271044	5.93153336	7.056336953	4.621333955	4.695928875	5.28077077	4.433248808	4.697708962	5.563993968
ESCO2	5.787621827	7.072198718	6.582909709	7.35498689	6.279229836	6.881631993	6.86049109	6.637924152	5.889339683	6.427512314	6.198071734	8.911641083	8.688878837	8.376968615	7.370132305	7.946122592	5.732260153	5.955283739	6.257442846	6.017016229	6.334022943	8.962525309
LOC283112	3.773152397	4.93495676	3.395885395	3.970669625	3.970608277	3.313342609	3.698255527	2.757307774	5.675611309	4.019666336	4.400685926	4.884611875	5.37696753	5.481976983	4.686948674	6.755021079	4.247205986	4.053480654	3.779469857	4.520097422	4.207736707	4.791334829
EXD3	5.821805864	6.882104995	3.930074965	6.269687748	3.477461468	6.516876639	6.886684266	3.875255828	7.263020317	6.038387892	5.279749853	4.765807499	5.302035676	6.057764338	5.500122178	7.090567657	4.354246443	4.39303859	3.946411161	4.44391602	4.131026937	5.146304932
SATB1	9.406368721	9.869017987	10.1492708	9.549902722	10.03674508	9.541185692	9.257117508	10.47634591	9.834839972	9.179598131	9.078040477	6.52183372	4.43441139	5.129262407	3.724832144	4.780966198	6.801795645	5.225570576	4.073891624	5.539836046	4.114186538	6.420340915
CHRNB2	4.046840254	6.713604177	4.039620967	5.321146423	4.257035769	4.899820122	5.30505852	4.48950012	5.342403627	5.424713863	5.107115922	5.399766803	5.68395606	6.006617814	5.169524197	5.260797246	4.488397179	4.975328294	4.601998532	4.648858468	3.921975781	6.184617519
NIT1	7.140903884	6.91861283	4.216222028	5.349400665	4.413932513	5.281290232	7.793666164	5.515678815	6.865634304	5.409655689	5.472877636	6.690879987	6.841498305	6.389145161	5.412668634	6.930604296	6.790519014	5.371358474	4.445009326	4.754451065	4.438581184	4.854634043
FAM19A2	5.120777005	6.133762151	3.338139128	4.472249469	4.084744621	4.029776786	5.783701099	3.058374225	5.74402651	4.917364918	4.348492111	5.469639492	5.89672595	6.35113359	5.37841914	5.056789427	4.389572547	4.181692286	3.573950084	3.952582072	5.159804077	7.731073243
BTC	5.188044796	5.659344244	5.38977329	5.390266423	3.517611653	3.822628187	5.128403392	4.688292278	5.245020213	5.132346519	5.941579774	7.598751207	7.83034407	7.54219226	4.880946682	6.127076067	4.570245337	4.855059483	5.074148601	4.459442548	3.912234687	6.485117645
ADAM28	4.63778411	6.536752313	5.12645669	4.879150274	4.68320986	2.912330508	5.643711913	4.709823643	6.740398052	6.372039681	6.341920535	8.339857	8.310801342	8.288404707	6.713063398	6.428314106	4.527242402	6.144911415	2.946372169	4.172794178	5.199554569	7.157644034
EIF2AK3	4.680155545	7.296026003	4.449924479	5.699875477	4.865044489	5.501120634	5.350332223	3.734402535	5.540019517	5.983591057	5.031821566	6.864129533	5.553590898	6.706582353	3.882545236	6.609588767	4.625343558	5.282072165	4.032879594	4.918084051	3.452002316	6.540008665
HFM1	2.751892138	3.287866259	4.7132834	3.784189864	2.576118981	3.259975457	2.984285529	3.365645884	4.624905093	3.811614882	2.307622815	5.196393466	6.07438769	5.646090636	5.56684559	6.092043544	4.207678149	4.083192089	2.821642194	2.54576249	2.98607715	5.229795545
BREA2	5.780329786	4.584962501	3.504493277	4.705480335	3.763269919	3.612942196	5.531932439	3.729987743	6.301034276	6.433683912	5.923069927	5.171149627	5.194618979	5.876050297	6.197983305	8.01048195	4.162888088	5.110732111	3.737308194	3.661388577	4.828563886	7.466791869
NEIL1	7.287707763	6.865840477	3.56352425	7.177768334	5.975049274	6.421363578	5.872992879	6.796645338	5.491604611	5.730368236	5.805786857	6.715460011	7.147685743	6.849677193	7.792798969	8.820761349	6.57927319	6.460160979	5.969273308	6.562102473	6.642196136	6.718046473
LOC200772	4.606294161	6.602176741	3.672821322	3.61620084	3.695622702	3.495012876	3.57260676	2.997352632	5.020357738	4.238496457	4.147849372	5.387431475	5.665158234	6.122703775	4.964860664	5.299345411	7.977451186	4.34117335	3.743640627	4.247940169	3.819446789	5.426559974
