 	Basophils	CD4+ Central Memory	CD4+ Effector Memory	CD8+ Central Memory	CD8+ Effector Memory	CD8+ Effector Memory RA	Colony Forming Unit-Granulocyte	Colony Forming Unit-Megakaryocytic	Colony Forming Unit-Monocyte	Common myeloid progenitor	Early B-cell	Eosinophill	Erythroid_CD34- CD71- GlyA+	Erythroid_CD34- CD71+ GlyA-	Erythroid_CD34- CD71+ GlyA+	Erythroid_CD34- CD71lo GlyA+	Erythroid_CD34+ CD71+ GlyA-	Granulocyte (Neutrophil)	Granulocyte (Neutrophilic Metamyelocyte)	Granulocyte/monocyte progenitor	Hematopoietic stem cell_CD133+ CD34dim	Hematopoietic stem cell_CD38- CD34+	Mature B-cell class able to switch	Mature B-cell class switched	Mature B-cells	Mature NK cell_CD56- CD16- CD3-	Mature NK cell_CD56- CD16+ CD3-	Mature NK cell_CD56+ CD16+ CD3-	Megakaryocyte	Megakaryocyte/ erythroid progenitor	Monocyte	Myeloid Dendritic Cell	Naive B-cells	Naive CD4+ T-cell	Naive CD8+ T-cell	NKT	Plasmacytoid Dendritic Cell	Pro B-cell
YME1L1	11.53315419	10.94493089	10.96291723	11.26548997	11.28022118	15.53150759	15.04549799	13.11609476	9.020622773	12.08126388	10.61692021	12.18644434	12.89799865	13.11307845	10.73188584	10.16760657	10.09846436	17.00515103	14.66207023	14.19056128	9.194571367	8.956273756	9.501204299	9.337184827	9.442562009	18.2018474	11.85132958	17.86072924	15.0627843	10.14987551	10.85705403	9.644990967	9.120305265	10.91210043	10.71843047	12.95313812	9.330932869	12.52124562
CST3	9.817983695	8.436532868	8.227159658	8.56673757	8.343883669	9.901276001	9.859849518	9.138743764	14.39815522	11.277368	8.710964454	10.07108723	9.55204119	10.69002088	9.457873282	9.447037816	9.468561315	12.73505529	12.45075383	11.85456662	8.938303005	9.078866198	8.414903476	8.535155743	8.671616172	8.19625485	9.96790741	8.089837496	8.965540073	8.782925081	13.47002409	12.75887993	8.744591569	8.28505263	8.570149634	10.23963754	10.41256987	9.179139068
UCHL1	8.493273548	7.734026898	7.543480996	7.78387122	7.67222169	8.355541942	8.546226093	9.512865518	8.078966557	8.114070578	8.086089913	8.524078436	8.310925726	8.379433947	8.112390097	8.433367565	10.07779674	8.013428125	7.719292384	7.953316272	10.81873879	11.89160404	7.754845996	9.073152926	9.525737451	7.926028246	7.475838353	7.402585722	8.278274379	9.814793624	7.779068895	7.834842535	7.944909449	8.024049872	7.731101832	7.863772119	7.955603766	10.37266341
IGF2R	9.912225446	13.23249913	13.15173153	13.33792418	13.78051276	14.72410012	13.97818821	10.24518322	11.01162711	8.005562673	9.903692461	12.02161539	12.10119793	11.34156327	11.75279147	11.45850641	8.127851613	14.8295024	14.41646442	11.57967708	8.932890606	9.097277904	11.77988676	11.71233906	11.8549448	13.33696466	11.83338288	15.46594785	11.21060438	8.042651323	14.26279137	9.666822157	12.8057907	13.1105387	13.35542392	11.25389096	12.74153155	12.35146255
SOX4	13.20376488	9.388448771	9.191521172	9.752027636	8.739812172	10.63903898	15.85857189	15.24993333	12.65252103	16.73472285	15.84106023	14.27603515	12.87969521	15.9631939	10.96241629	14.12050201	17.61373498	14.32296999	14.8122425	16.22950236	17.65139534	17.62056131	10.97916166	11.02065447	12.58151067	11.7465433	13.35847373	9.228225032	13.10704859	18.23112501	14.35533423	12.83718354	12.68441873	12.42486931	11.6183404	12.16735155	13.2302471	14.97288962
ALDH2	11.18954696	8.42531729	8.241302619	8.273416191	8.472482539	9.262373956	10.71927947	10.10959413	14.86321739	11.03829399	9.689907496	12.35068209	9.217329055	11.36279848	8.447339818	9.110809525	10.17982042	12.61077622	13.82416994	12.62067625	11.66771853	12.08198796	8.350043899	9.109757748	9.478837634	8.455082457	9.135743061	8.351986741	10.38291832	10.79129609	15.61055176	13.81502944	9.13553328	8.183246857	8.363113507	9.361278438	12.66909045	10.33829613
VIM	15.6250066	15.80475001	15.85538979	15.66908102	15.16715568	14.5308986	15.66501707	15.34850062	17.80453037	16.66575646	13.56248951	16.37073774	11.65461673	14.92340161	10.27991878	12.37386947	15.46697721	16.28060674	16.98500719	16.80115193	15.88340501	16.38495393	14.16010186	14.52188525	14.39236186	12.49123786	16.09636607	13.64312218	15.00124207	15.51974885	18.27757757	17.85038901	13.01199283	14.50392628	15.32523553	15.56123248	15.86414898	14.53209569
SEPP1	12.93226591	10.68075389	9.748737982	10.33340868	11.23032145	10.13048223	11.48253641	12.06838349	8.663974734	13.26299635	10.5037323	12.79089509	12.23761314	11.15507167	14.58782191	13.17113977	13.84778914	14.44626475	10.9409064	13.36646527	16.05279605	15.76995342	9.349506137	9.385674143	9.418537031	9.91945755	7.943258779	10.47171393	10.53520373	14.14960047	11.65101322	8.781735273	10.8296316	10.35991952	11.39126001	9.816528116	10.1449484	9.579595975
COL6A3	9.267856458	10.24409747	9.808525117	9.989105495	8.675726155	9.13596938	10.72351829	10.5989427	8.782289072	8.478351342	9.214884935	9.15948833	9.958892831	10.34107362	9.630247425	9.458988138	8.698359444	8.814015835	9.649410522	9.228239336	9.20724472	8.90270446	8.288782499	9.010699813	8.755931497	8.284032167	8.013627775	7.92911348	11.86174623	9.167363952	8.398918257	8.260917285	8.201689691	10.42069834	10.63079771	9.938024705	8.72407274	9.182288493
JUN	13.16193337	14.51459562	15.92660863	15.00071886	15.52950432	14.12177983	14.12660377	11.56239492	13.62407845	14.67322537	14.02162434	11.95423221	9.841501997	12.04721638	8.953691178	10.1770616	13.22538919	10.77230117	12.52211669	11.31380744	14.25219191	14.49589158	15.7622851	15.35447499	16.4371303	14.69379808	13.77162001	15.781371	12.49230872	12.36518959	12.59074809	14.94943648	17.49663341	12.30785756	13.29444411	15.07045459	13.17068507	13.42714545
JUNB	16.37555435	17.63303623	17.55271948	17.41779383	17.19470708	16.92457063	16.78014028	15.57396507	16.84057299	16.25249107	15.99970856	16.56633505	15.21140771	14.90698791	14.64729338	14.7573977	14.3551025	17.13627108	17.089827	16.64833305	14.53597756	14.72534948	17.15243768	17.13190341	16.83206485	16.46972446	17.67188021	17.19729128	16.08460533	13.8199705	17.76450543	17.60127765	17.37128973	17.06828421	16.915448	17.64610096	16.05705904	17.08673084
QSOX1	10.17429892	11.21181808	10.70282914	11.1441564	10.7281764	12.64314554	11.63158787	11.47677204	12.2973299	11.72774829	10.63893488	11.23067437	10.43607173	12.58053809	10.1990363	10.24549684	11.77932622	12.85275874	13.52071412	12.58656284	12.03695443	12.20815469	10.28500515	10.77976552	10.9630606	11.59170216	11.25266839	10.97490336	10.75351305	11.78256005	13.29864609	11.91644042	10.7950931	10.53648276	11.12456235	10.88311921	9.616509769	10.6177381
CTSC	10.69628625	10.39230607	11.16049141	11.24263551	12.72165604	13.40513112	11.91252603	11.49684315	13.39979857	10.76530164	9.514082641	12.07887843	9.412470029	12.4005015	8.928847222	9.740294249	11.34387439	14.43584884	13.60053142	12.44309057	11.03022304	11.52134181	9.798772555	9.597837088	9.243248836	12.09336208	13.46295093	13.05013756	11.50675841	11.53119778	13.61022419	12.29761398	8.871450242	9.715919683	10.28584681	12.46585121	13.11083678	9.517472122
PPIF	10.45335559	10.50850009	10.31638198	10.08998522	10.3271241	10.93707627	11.75417293	12.79890544	12.62825292	10.5140648	10.29421913	10.57012662	11.24865512	13.88893662	10.37583309	10.78692545	12.6103601	11.4663087	12.69890992	11.91405024	11.1925679	11.72300079	11.55348541	11.58833979	11.2528117	9.949114684	9.906949872	10.33150586	13.45864645	11.80098279	12.95909169	12.65079491	10.82540672	9.842531118	10.182589	10.40248065	9.959094523	10.15273646
PRCP	15.81570337	13.41134902	13.64879116	13.72888374	13.69508708	14.50214849	15.98775495	14.58527127	16.90834613	14.28516783	11.95384986	15.88928305	13.39809149	15.05654179	12.66130184	13.18265995	14.82001572	16.23781483	16.55387487	16.10070874	15.46133582	16.04294024	15.08923963	14.51175922	14.515422	14.52342549	15.23665108	14.44035057	14.36027093	14.58144501	17.3682863	17.65162635	16.19387633	13.27031732	14.51591998	14.92613593	15.04432147	14.30600798
LAMB1	13.05495766	12.0333954	12.23649909	12.48569138	12.51219637	12.30924972	10.2345641	12.62486755	12.79789312	13.13945243	13.58692363	12.59680045	11.9978239	11.48086369	11.46925023	12.23418609	11.42731339	10.83801312	10.53983639	12.28777307	11.54221481	11.14193835	11.1480781	11.12848652	10.75021127	12.61659469	12.98343004	12.70145086	12.81948032	11.90132201	11.65229997	12.24284144	10.70955647	11.45256507	11.01248955	13.21895837	13.30971539	13.25951742
TGFBI	13.97795798	9.395432447	9.395869719	9.812047262	9.807117943	12.42333503	11.00780675	11.65897253	16.54175573	10.58946546	11.20527171	15.0013524	9.989284516	12.27881895	9.022983811	9.366603986	8.596538119	14.63863486	15.80864136	15.31933688	8.325931908	8.411731942	9.261731675	8.936329141	9.470117631	8.164385708	16.21748598	8.577028845	12.44785016	8.581005564	17.63185281	15.64099352	8.291761575	8.216848088	8.700725604	14.6316224	16.51296553	11.47401604
APOD	10.95232288	9.118933542	9.331071947	10.32288536	9.528205059	9.761837468	8.282334119	9.894857806	9.534440208	11.01991516	11.58872884	10.45098517	9.342719997	8.755746985	9.695039831	10.10257413	9.204518302	8.438800067	8.340817412	9.351155522	8.658621994	8.36259585	8.597244161	8.596704847	8.534723357	10.148355	11.60846899	10.28597134	10.55531653	9.750639267	9.245069182	10.21090449	8.670578299	9.137326013	8.578840532	12.07533302	12.68950541	10.94182669
FHL1	12.0807841	14.51610362	14.81670559	13.08784151	13.48983505	10.49495772	14.72169463	16.70174198	12.2924589	14.99039481	14.0291745	13.23647203	14.24017694	15.23697916	12.86777151	14.43723512	16.76364645	13.19722206	14.09610075	14.76898316	16.95574836	16.54019474	12.62392171	12.75882265	13.89632255	15.14008112	8.976594646	9.579134103	17.00191099	16.41163633	12.27173877	11.74654126	12.82048847	14.17080522	13.06378388	12.42656699	14.31226352	12.69735526
FSCN1	8.659839125	8.439493636	8.363079892	8.345300447	8.027342229	8.255266528	9.677333471	11.47332272	9.20424702	11.152079	8.534123419	9.032752045	9.553818463	13.25040985	9.579647135	11.40269823	14.00902477	8.961318716	9.510673903	11.05251511	12.77548736	12.92820024	7.907404407	8.297142674	8.774127392	8.556308943	7.643847176	7.647187338	9.172513056	13.21578224	10.38519632	11.62839223	8.259319996	8.498956311	8.245209052	7.97378556	7.966239868	8.491654535
ID2	13.60006843	13.39273755	14.62612333	15.50244538	15.70528107	15.79960088	16.33869867	13.87537619	15.06987602	14.99568263	12.80318092	14.31579428	15.2570029	14.02579686	15.32355706	14.50433215	12.72433385	17.30221004	16.07299978	15.71323051	13.80448011	13.63105871	11.60451397	10.29664097	11.8759858	17.26511139	15.84235311	16.65274204	14.91967459	12.71241808	16.02137346	16.42256081	9.583204389	14.22894733	15.06937863	16.00057453	13.33432601	13.34490984
NME1	9.295973355	9.824490206	9.578155607	9.392552987	9.814656458	10.09157075	11.87584387	11.78794487	10.03206545	12.50149807	9.181229684	9.40787532	11.56476321	13.16225317	9.315809929	11.81551372	14.04415535	10.16934738	10.08927417	11.03840782	13.06576729	12.94907217	9.964566808	10.43751847	9.955621872	9.43794868	8.180868893	9.095109795	9.519778995	13.31671556	9.946579571	9.906357303	10.0331751	9.44682609	10.68004316	8.760862174	9.307246725	9.191735692
FAT1	9.516794482	8.917308938	8.830163869	8.807358072	9.040925549	8.899276925	9.09661691	9.134927465	8.671640588	8.825057235	8.958658274	9.237395841	15.01148487	13.18413692	14.68147975	14.62994137	9.874720651	8.52206244	8.491493413	9.488895047	8.750066543	9.957474821	8.889249725	9.482839983	10.26309764	8.85702084	8.154947504	8.383436484	9.13507074	9.064781679	9.058291948	8.671382338	8.827745162	8.982897134	9.192897746	8.642684484	9.906170967	9.156847989
ANXA2	15.69641825	15.07465761	15.99472678	14.93428064	15.88428026	15.87943953	15.70086433	13.96648107	17.61441192	14.48247035	12.33941449	16.36527863	13.1886167	14.10292111	10.49740676	12.43284254	12.98332543	16.88692186	17.02109311	16.04058422	11.65020556	12.91394492	15.30022083	15.77144284	15.80682573	12.84730099	17.71873702	15.96097577	14.62966279	12.0973524	18.451445	17.90209991	13.28358392	10.15464996	11.57285743	16.98704712	15.32689262	13.56190801
CALD1	13.28243359	11.91902447	11.38344868	12.47927317	11.99549023	11.75541574	10.88112469	14.33909813	13.2381347	12.71168279	12.90052257	12.2406604	12.3085845	14.06938084	11.6712229	12.32794488	11.98207867	11.28786308	11.56384269	12.47219915	10.86669287	11.72943546	10.98032195	10.91637108	10.97678775	12.96362621	13.32479951	12.35054484	15.2399007	12.33288943	11.88032539	12.51071596	10.8338387	11.00275356	11.41279581	13.73728923	14.0374947	13.7170746
IER3	13.32041303	12.67502245	11.37580991	12.43368713	11.8311849	14.7788593	13.80994088	11.84028162	16.94972765	11.73391638	13.22713758	14.82915791	13.12424349	14.4101795	10.14283348	11.99970005	13.56830241	15.4834485	16.56434987	14.78400654	9.439587608	14.53256751	10.67760578	8.993325788	13.37067332	13.58536957	13.13641398	13.39335632	13.88495882	9.5246732	17.94986939	16.62799226	9.817993691	12.37814266	12.36585943	14.60885344	14.39049388	14.30284553
JAK1	14.14596004	16.05037188	16.07714455	16.18199985	16.13379397	16.42649882	16.49515659	14.83946653	14.44294083	13.56948453	14.27860274	15.05279647	13.21708256	14.5913303	12.55517872	11.86151173	13.78525168	16.73937486	15.93353925	15.045476	14.68106616	14.83775089	15.87434088	15.97924034	15.88973336	17.67739494	15.02057198	17.13636454	14.94818968	13.79951864	15.29518209	14.81419939	16.28623296	16.04419467	16.33257787	15.16616391	13.97464657	14.77223272
GJA1	10.53209915	9.672820834	9.53294236	10.21791261	10.12199945	9.521059851	9.910132661	10.20197062	9.684839301	10.83169744	10.19099339	10.11708205	10.38808243	10.40010036	9.086243533	9.66640257	13.45867599	10.1483099	9.623498493	9.976082825	9.996748563	14.23440193	9.867078727	9.89835803	10.15724518	10.05366206	9.66470325	9.351154537	9.948645756	10.19264175	9.514674314	9.865804235	10.25385441	10.17802076	10.03803092	10.09451835	10.99811168	10.29747089
DLG5	10.70658987	10.14724171	11.62998213	11.21663455	14.58428587	16.13956199	13.50200119	13.20377359	9.709478195	11.64415036	11.65465898	12.58148387	12.99717534	13.29746443	9.670868042	11.21165892	13.21401581	15.09293959	13.73576072	13.45876823	14.29997713	13.56928591	9.571208972	9.242255686	10.52157879	15.00834667	9.772420328	16.77936452	13.54308193	13.01809293	10.78650761	9.747833916	9.267059157	8.900339728	9.880193593	12.64255986	10.38806604	11.730916
TPD52	13.91364974	12.94704428	13.48854111	13.6322037	12.98906537	12.00700409	16.35620553	10.55830663	8.93970099	9.9478213	11.85186434	14.28509021	10.0608186	11.89700311	9.401873591	9.733388261	12.3292893	11.2593991	12.96449141	12.78797051	13.28093987	13.49028665	16.22828481	15.79715988	17.03171626	12.77595665	8.60768425	13.05776619	11.74163945	11.73300076	8.867630012	10.35379973	17.46323281	11.80792003	13.01826152	11.87239775	10.95042528	13.54135225
EGR1	17.98698208	14.85894173	15.5967461	15.29186582	15.36045129	17.24964736	18.51664758	18.3853153	16.49678209	18.28941796	15.98549015	17.78649464	16.40763082	17.55472202	16.03589952	16.62768252	17.83062588	17.05020434	17.89495319	17.22149294	18.14590839	18.52817658	18.99883995	18.48110211	17.64232036	14.54103962	16.31634426	16.62496434	17.14027627	17.70559533	18.2523906	18.23819767	17.9082976	13.47827242	14.32893288	17.44445866	16.28481881	17.24103629
PNP	11.11693489	11.94041085	12.20921176	11.36942771	12.11451433	11.00227201	12.74947335	11.76949789	12.5106894	10.73491683	11.11086641	11.54898232	16.46471138	13.20760499	17.57807068	16.78657637	11.7462953	12.36840205	12.28146948	12.31130009	11.32699287	12.76867515	11.84942919	10.80183158	10.73683052	12.27583531	11.33504163	11.87795487	12.79707305	11.86658489	12.49688706	12.49042508	11.98706278	11.89694462	12.26792512	11.58998239	10.80438933	12.42610136
CD14	8.256194965	7.855302306	7.827626681	8.039371821	8.054582461	9.888973065	8.553734476	8.389090535	12.0703739	8.835632896	10.25626488	9.610275517	8.096858053	9.011722853	8.048713587	8.34379236	7.921249061	10.23650748	13.30754761	9.907180541	7.826962602	7.661922508	7.722257606	7.660089921	7.873658346	8.057987312	9.149861358	7.977799801	9.146408002	7.945278625	14.35302614	9.178901462	7.64740592	7.809559073	7.911314194	8.525356607	8.967043977	9.599875006
LUM	9.11276703	7.649307385	8.201959672	8.002351582	7.826828604	8.295565656	7.426513996	8.526769536	8.825035138	11.88617219	9.372865387	10.77731923	8.044935079	8.109917206	9.099660549	8.680403692	10.67562952	7.875370726	7.733434007	10.48389517	8.229743002	7.641538386	7.93090105	7.613119098	7.85354352	8.184630976	8.58380457	8.02584816	9.542392005	8.064583959	7.978772472	8.839881456	7.437212234	7.897743821	7.76304498	9.080385256	9.310959582	9.320530755
MYOF	9.762548657	8.4049729	8.330712525	8.657527097	8.617891097	8.983144063	8.461153857	9.277228058	12.86400933	9.905306303	10.14317967	10.00820181	8.942001288	9.046673822	8.763727302	9.172393496	8.516440327	12.76065575	12.1308321	10.65945484	8.300825164	8.361944697	8.127946304	8.067608319	8.482738248	8.416829823	14.86334183	8.428333899	9.842776044	8.43124379	12.70114015	11.67953248	8.088110509	8.014738566	8.505510175	13.77299168	10.39341858	9.877958395
GBAS	14.60394114	15.25852547	15.0441607	14.86239082	14.62867747	15.15118023	15.90193932	15.3645727	15.8938896	16.57919039	14.2606856	15.10054054	13.6290795	16.02562557	13.25765227	14.21970257	16.54462621	15.98487144	16.06993165	16.01213034	15.90167314	15.95888351	15.68935555	15.69256666	15.43688978	14.81455589	15.71545152	14.74017058	14.60899153	16.31563345	16.55747415	16.31528623	15.62804783	14.92048436	15.30055277	15.22785292	14.43120077	14.25120292
LPCAT1	14.77922818	15.40072929	15.54175608	16.27358661	17.27748323	17.70419935	16.71762803	14.99713907	15.44237208	13.81501341	14.28821711	15.45393009	14.89788312	15.58849418	11.64250976	12.299249	14.93491341	17.8490141	16.83625075	15.76331315	15.49035876	15.79301398	16.85431889	16.94484201	16.92528829	17.52784935	16.82326348	18.36829734	15.68481713	14.74035754	16.6035309	15.17162341	16.69855288	14.80273246	15.48279269	16.24861085	13.5465352	15.15344043
RNF14	11.4120291	12.2107104	12.00467789	12.37336544	11.63953542	13.8989235	14.53825745	12.05258812	12.63547814	10.80322788	11.70863047	11.77825921	17.7633597	13.39779202	19.35526367	17.89196892	12.61070911	14.80002516	13.63234946	12.8004482	13.25106943	15.10495963	11.69151981	12.17334915	12.66199319	12.01736299	10.80003319	11.94880739	12.73240891	13.13571514	12.84786168	12.17618956	12.66794526	12.02906091	12.16882985	10.88493651	11.93527767	11.70137639
EPCAM	9.383146101	8.775636277	8.563559775	8.391735208	8.470608053	8.572866387	12.47847169	9.686464594	8.803685144	9.405425339	9.571243203	8.803829738	13.90767022	14.40423322	13.57697571	13.22542037	13.11675869	9.487601111	8.588129422	8.632277408	12.29142297	11.91591207	8.656981512	8.632530983	9.96563139	8.75288279	8.369223852	8.141374591	9.492743986	11.88724253	8.416677048	8.475418534	8.456757403	8.690750119	8.587782895	8.770176818	9.535945805	8.79070496
COL3A1	8.180641978	7.379397788	7.507779928	7.568980152	7.635844288	7.526781294	7.445268877	7.73492255	7.752782038	7.873374996	7.875635668	7.893953545	8.563647133	7.82666474	7.759383293	8.595008019	11.2536948	7.539032565	7.403893	7.944920325	7.835982614	9.797277862	7.512147734	7.47638824	7.258129003	7.630753089	7.9998126	7.611344405	8.333296761	8.079399347	7.642109386	7.885704153	7.224505427	7.509020278	7.443305162	7.926933495	9.572838096	8.158359046
