"","Bmem.activated","Bmem.resting","Bnav.activated","Bnav.resting","Bplasma.resting","BSph.resting","ESph.resting","mDC.activated","mDC.resting","MOcl.activated","MOcl.resting","MOim.resting","MOnc.resting","mTregs.activated","mTregs.resting","NKbri.activated","NKbri.resting","NKdim.activated","NKdim.resting","NTph.resting","nTregs.activated","nTregs.resting","pDC.activated","pDC.resting","T4cm.activated","T4cm.resting","T4em.activated","T4em.resting","T4emra.activated","T4emra.resting","T4nav.activated","T4nav.resting","T8cm.activated","T8cm.resting","T8em.activated","T8em.resting","T8emra.activated","T8emra.resting","T8nav.activated","T8nav.resting","Th1.resting","Th17.resting","Th2.resting"
"LRRC25",3774,3876.75,3418.25,2275.75,208.25,21727.25,77674,105977.25,256283.25,344861.333333333,765935.75,1404142,2169929.5,9906.66666666667,85.75,974.333333333333,3176.75,888.333333333333,345.75,334251.25,2311.66666666667,187.5,5698.25,42222.75,2944.5,426.5,2137.75,292,2374.5,648,11332,55.75,4814,58.25,3169.5,0,620.5,71.5,1612.25,334.25,174.75,443.75,508
"SH2D1B",0,1278.25,0,755.75,0,901.75,2004,0,0,0,4374,5153,36716,0,0,86025,282373.75,57306,607656.5,341979,0,0,0,0,0,0,0,0,1066.25,11190.75,0,0,1437.75,157,1459,62.75,0,16583,0,0,0,0,0
"FADS2",23770,0,43728.25,0,1361.75,0,58.75,2293,0,7133.33333333333,61.5,1675.5,757.5,0,0,187234.666666667,0,208729,147.5,2282.25,2672,0,2076.25,0,70103.75,0,68991.25,0,76763.75,242.25,4572.75,0,16971.75,149.75,28071.5,0,59498.75,54.75,38320.25,0,0,0,0
"DOK3",364247.25,223914,245749.5,32757.75,8744,132008,331173.5,7206,1807,529884,280980,492535,257864.75,123,372.5,1720,496,0,545,409376.25,0,1319.5,263.75,5094.75,2397.75,1174.75,3461.25,1218,1013.5,985,301.75,1201.75,1871.75,785.75,692.5,919,996,732.5,103.75,3409,321.75,439.75,171
"CD27",13582,10116.5,0,262.75,26148,0,0,0,0,5649.33333333333,0,0,0,18959.6666666667,51088,0,11238.25,0,0,0,53680,42935,0,102.75,17675.75,50402,0,30990.5,7432.75,4092.5,67285.25,45526,33984.25,24402.75,13277.75,20351.75,4439,14153.5,79906,50405,19517.5,27112.5,39042.75
"LILRB2",2459.75,987.75,3938.75,3028.75,171.5,2003.75,15746,102789.5,19050.25,450125.333333333,360550.5,1050022,1335925,214.666666666667,335.75,2718,122.75,1138.66666666667,152.5,683381.25,0,679.5,14396,29205.75,71.5,64.25,1218,83,46,286.5,130,563.25,220.5,446.25,142.75,650.5,370.25,2617,231.25,207.5,355.75,130.25,917.75
"UBA52",163670.5,1947.5,63547.5,0,48978.5,0,0,71062,8044.25,41243,0,0,1668.5,11217,0,1216.33333333333,668,4637.33333333333,1336,0,29414.6666666667,0,46055.5,8730.75,215341,0,19875,0,11708.75,0,2189,0,85862.75,0,6652,0,2713,0,2595.5,0,12094.5,0,0
"IGF2",21836,0,37594.75,0,1110450.25,1827.75,1103.5,85935.25,927.5,105461.333333333,129691.75,23098.25,32484.5,35514.6666666667,875.25,0,114.25,70807.3333333333,0,0,0,19284.75,0,0,310.25,0,254,1159.25,5894.5,23626,3732.5,2239,72323,140.75,11426.75,10047.75,57099.5,8275.5,44865.75,0,17045.75,295,1766.75
"MAP1LC3B",159082,0,421527.25,4162.5,1715.75,18348.5,12583.25,289251.5,167620,176773.666666667,0,93479.75,41758,5080.33333333333,3361,77012.3333333333,5495.25,141256.333333333,3397.5,0,149708,8676.5,319361,581982.5,268883.25,0,224616.75,1019.5,179346.75,5167.25,49027.75,0,88754.5,1450.5,52559.5,3171.25,38523,8938.5,37869.25,595.5,3060.5,0,7728
"CLIC2",484.5,20.75,8102,31.5,0,1783.25,102.75,1982247.25,1607862.75,18239.6666666667,13362,392021.5,236399.5,0,150,3445.66666666667,1909.75,80,373.5,0,6262.33333333333,81.5,88113.75,14507.25,1411.75,830.5,15623,343.5,8764.5,3968.5,3328.75,140.5,7461.75,0,2814.75,707.5,110.75,100.25,4356.5,148.75,1443.25,0,79.25
"IL18",5315,1878.5,0,680,5974,37896.75,54842.5,166993.75,285433.25,73502,49554,103749.25,36360,2366,0,34966.6666666667,86934.25,7730.66666666667,15892.75,210702.25,0,1334,35243.75,41384.25,0,487,14838.75,0,3093.25,5785.5,0,427.5,5311,36834.25,0,173,0,1719.5,1997.5,0,1035.75,0,0
"FPR2",0,0,0,3295,0,5088.25,2783.75,0,19096,93183.3333333333,263333.75,49765.5,95378,0,10045,0,5256.75,0,94,183898.5,0,0,0,0,0,0,16029.5,0,0,0,0,0,0,0,0,9809.5,5875.75,0,0,0,5233.25,0,0
"ANG",0,60614,0,0,0,0,0,0,4467.5,0,0,1289.75,483.25,0,88958.75,15426.6666666667,178.5,1754.33333333333,0,0,0,0,0,19920,0,209933.5,0,174,0,0,16907,618,0,36831,0,11663,0,12561,4459.5,62171.75,6955,266670,871.75
"CCT6B",0,507.5,109230.75,13123.25,0,63.25,1381,4428,385.75,0,8715,211.25,44360.75,0,2871.25,0,39577.75,42017,19650.75,31299.5,0,11.75,49397.5,35.5,0,31192.5,7915.5,683.25,57308.5,659.75,0,0,138837.75,34477.75,55923.25,555,12.75,46208.25,0,608,0,111.25,21484.25
"CD33",0,0,0,201.25,2957.5,40425,4907.75,12558.75,88083.75,96395,684113,233740.75,64779.25,0,2036.5,16204.3333333333,12347.5,882,613.75,458206,2428.33333333333,2886.25,317,1468.5,1795.75,0,0,0,305,778,0,596,0,404,0,7291.5,0,0,0,1075.75,199.75,0,358.25
"CTSW",899.25,157.25,615.25,60,142.5,1027.25,19.5,376,239.75,626.666666666667,196.25,3357.5,186.5,0,215.25,1104525.33333333,631852.75,912775.333333333,191129.25,1364.5,299,287.5,717.5,4554,1180.5,209.5,3298.75,4173,1747.25,41179.5,1097.25,147.25,8776,72246,29182.5,124659,58624.5,189334.75,3192.25,33241.75,803.5,193.5,365
"NAPSA",5763,226.25,2586.25,0,0,2308.75,0,0,0,0,0,743.25,1181.75,0,0,0,521.75,728.666666666667,0,3141.25,153068.666666667,0,0,300,70648,0,116456.75,0,99943.25,285,98889.25,0,174772,0,46125.25,0,468.25,393,84392,0,0,276,0
"CDC45",8738,0,22713.25,0,0,3647.5,2573,3670.75,148.5,1235.33333333333,28320.25,0,5818,963.666666666667,0,17492,0,32799.6666666667,0,86294.25,59131,137.25,2646.25,0,74280.5,0,112416.75,0,83117.25,0,32105.25,244.25,34150.5,665.75,45576.25,0,18707.75,0,50415.5,2105.75,3872.75,0,0
"FAM83D",29458.75,1292,37572.25,0,12855.75,0,0,0,628.25,0,0,0,28056.25,0,0,25167,0,13092,1369,81205.5,16028,0,1108,0,40702.25,0,19203.75,0,19063.75,52292.75,19273.5,0,41767.5,3681.5,33238,0,11975,2713.5,20177.5,13433.5,0,0,0
"GZMK",902.5,419.5,610.25,853.25,503.25,476.75,1502.5,5416.5,1905.75,0,1208.75,5187.25,1858,0,938.75,53718.3333333333,1555634,9350.66666666667,48390.25,1998.5,1593.66666666667,670,9854.25,508,1341.5,24926,4938,325757.25,10851,90554.5,6048.75,143.5,37735.25,953985.75,235030.25,2108225,183727,654185.5,10633.75,31055.25,170852.25,1694.25,4207.25
"MS4A1",1470409,861542,2090884.25,530201.25,36647.75,8915.25,255,12354.75,4261,3107.33333333333,22.75,5369.25,1196,0,126.25,271.333333333333,305.25,718.333333333333,222.5,26409,113,464.5,78.25,43.75,523.75,97.25,2008.75,170.75,8523,207,374.5,14,1520.75,2141.25,263.25,3428,486,306.75,406.25,102.25,42,649.25,181.5
"CHEK1",16283.5,604.5,63702.75,0,2608.75,0,0,0,924.25,0,4672.5,0,12653.25,0,0,24210,247.5,44040.6666666667,6516.5,22552,43451.6666666667,4696.25,1758.75,16507.5,80162.25,704,64705.75,4267.75,63423.5,2285.25,49937.75,137.75,83857,0,64125.25,0,49598,0,62734.25,0,1562.25,168.75,0
"CDC42SE1",0,65824.25,0,44981.25,0,96701.25,72003.25,3852,48588.75,0,59500,4787.75,21373.75,0,83579.5,39804,97443.25,53285,67830,0,9972.66666666667,46004.5,0,5593.25,0,37799,0,41535.75,0,14832,25891.75,66082,1940.25,31734.5,17530.25,50400.75,19337.75,47257.75,25258.25,29058.75,106483.75,43096.75,63671
"BRP44L",0,289.75,0,0,0,13382.5,1974,60682,0,0,88753.5,67953.5,64741,0,308.25,30581.3333333333,1678.75,0,0,33797.75,0,0,0,7189.75,0,8921.75,0,23633.75,0,476.25,0,0,0,10753.25,11066,9683.5,38105.5,178,0,8883,0,32046,10188
"CFD",0,116.5,268.25,1405.25,3626,731056.75,553793.25,1131,8987.5,8616.66666666667,22159.25,47437.5,53016,18719,958.75,0,0,0,0,308946.25,1497.66666666667,18161.25,5074.5,1294.25,0,0,0,0,0,49393.5,689.75,173.5,0,516.75,0,0,214.5,1714.75,323.25,441.75,5,980.5,3065.25
"KIF2C",45090.25,2685.25,117258,1333,179.5,459,1126.25,445.5,953.75,1925,1253,2302.5,631,47.6666666666667,219.5,71016,799.25,71790,0,9116.75,95735.3333333333,196.25,1420.5,1029,177009.5,33.25,192903,562.75,196641.25,152,114868.75,58,181819.25,721,107938.25,1114.5,48824.25,748.75,130471,134,365.5,0,23
"RPL39",4490777.5,890415.5,4473599.25,499850.75,578431.25,165078.5,84099,2535331.25,2423558.25,78019.3333333333,0,0,390448.25,352863.333333333,1103231,1225406.33333333,1610019,1831974.33333333,1123687.5,0,4329880,1464548.5,1070625,1971240.75,5874237.25,551267,5725286.75,826824,3786743,727617.5,1990148.25,1026437,2569973.75,907320.25,1916313.25,1222705,1161283.75,1277804.5,1779242,1050299.25,1049757.5,1127548.25,1819167.25
"BIRC5",4636.75,0,24518.25,0,0,0,0,0,0,14811,0,0,0,0,0,25335,0,28920,0,0,20717,0,0,0,26181.25,0,90098.5,0,16679,0,37331.75,735.5,17071.5,0,28905.75,0,24006.25,0,32141.25,0,0,0,0
"LILRB1",5999.75,8013.5,10297.75,5309.25,0,4396,6946.25,32498,26619.75,109359.666666667,62481,488992.25,378833.25,0,400.5,3071.33333333333,1066.5,4140.66666666667,3302,529103.75,168,896.5,12038,53182,571.75,48.5,0,112,0,1368,0,109.5,0,395.5,576.25,3392.5,2374,7803,0,22,0,0,52.75
"RMI2",18940.5,673.5,33602.25,7623.75,0,0,0,3115.5,12755.75,0,0,11320,3535.25,0,7403.25,16325.3333333333,0,15750.3333333333,4225.5,0,40525.6666666667,0,0,0,31579,0,64087.5,0,48508.25,0,49036.25,0,49812,0,34251.5,0,9408.25,2789,51622,949.75,0,0,1155.25
"XCL2",0,0,0,0,0,0,5047.75,3255.75,0,0,2906,29486.25,29480.25,0,0,801509.333333333,12565.5,80675.3333333333,1003.25,25872,0,0,0,0,10946.75,0,1053.75,0,5759.75,41611,0,0,1021.75,0,9897,0,16320.5,0,11664.25,0,0,0,0
"CD68",0,899.5,0,0,569.5,11755.75,0,0,18821.75,46328.3333333333,123102.5,344372,513336.75,0,0,0,0,1098.66666666667,0,0,0,0,1250.75,169284.25,0,0,0,0,0,0,0,0,0,0,749.25,0,0,0,0,0,0,0,0
"CD5",2252.25,2340.75,779.25,2060.25,718.75,1080.25,5218.75,41706.25,51886,266.333333333333,3787.75,8730.25,11281.75,150813,446519,1581,2715.25,551,2729.75,337,635581.333333333,326879.75,522.5,1096,455641,363785,384000,357603,232343.5,204997.25,349455.5,311271,222594.25,212421,132942.5,209620.75,89223,148989.5,298798,287589.75,339921.75,380196.25,329523.25
"NCAPG",108142.25,630.75,206509,111.25,4963.25,301.75,1196,25734.25,55504.75,10327,13571,8174.25,2020.5,170.666666666667,6762,156824,1148.75,147862.666666667,679.75,543.75,272369.666666667,364,358.75,3094.5,325510.5,859.5,385962.75,3497.25,234152.25,340.5,187593.75,245.75,206870.5,449,162997,1382.5,66021.25,290.25,169609.25,153.5,273.75,1715,1587.25
"STRA13",3590.5,0,20467.25,609.75,0,3100.25,0,0,6084,12289.6666666667,19760.75,0,0,0,0,21872.6666666667,994.5,26106.6666666667,2231.5,0,28301.6666666667,0,0,221.75,38413.5,0,30638.75,0,2188.75,0,38271.5,0,16158,0,78586.5,0,32594.25,0,86025.25,0,0,0,0
"CXCL8",0,0,0,0,0,0,0,46061.25,9507,567326.333333333,31897.75,49803.75,43607,0,9585,0,9632.75,4302.66666666667,8207,0,0,0,0,0,6402.75,8134.25,0,0,0,0,0,0,0,2639,0,18342,0,0,0,0,0,9858.75,4214.5
"EIF1B",55879.25,45568.75,66765,21324.75,0,0,29612.5,12205.25,40542.75,128254,0,103588,9896.75,0,20822,0,14926.25,0,11365,35407.75,14363,21636.75,11686.75,43577.75,31354.75,13434.25,37117.25,15251.75,20342.75,25771.5,0,17098.25,0,8440,0,28122.75,0,45019.25,0,18880,0,9205.25,32370.5
"UHRF1",102786.5,1508,298697.5,2551.5,260.75,956.25,301.25,1134.25,7379.75,732.666666666667,149.75,367.5,29.5,522.333333333333,1694.25,105101.666666667,1792.75,105933,661.5,2736,231956.333333333,1312,446.25,1997.75,238784.75,1507.75,252224.25,1941.75,221950.75,0,215264,1771.25,173125,915.5,209519.5,773.75,205585.75,357.75,243854,1302,822,2060,1527.25
"HCST",0,18934,0,3160.5,0,17709,0,0,0,0,14043,2365.5,0,0,0,140953.666666667,18191.75,71227.6666666667,15082,153493.75,0,2304.5,0,0,599.75,0,0,0,0,0,1745.25,0,0,3378.75,15127.75,14520,8008.5,32691.25,20508,0,5408.25,0,0
"CST3",0,0,0,1901.25,0,40375,24233,64369.25,286963.5,34668,187872.5,110915,120851.5,45156.6666666667,16052.5,0,8441.75,0,5204.5,276622,0,61719.75,31268,75405,2645.5,5021.5,5406.75,14734,23813.25,54657.75,0,9257.5,0,12914.75,0,1951.25,3993.75,4253.25,793.5,15938.75,3984.75,7338.25,12849.25
"NCF4",297238.5,54575,527508.25,6501.25,6576,343132.5,1557104.25,104987.75,215527.75,643287,576082,1185105.5,629961,1301,27296.75,93569.6666666667,1176.5,68326.6666666667,418.25,3115295.5,67699.3333333333,4464.75,81034.25,186107.25,28168.25,2621.75,23298.5,15824.5,21777.25,219.5,9215.75,174.25,20080.25,11399,24739.75,779.75,2386.25,732.75,15091.75,452.25,2990.75,3075.5,338.5
"TRBV19",0,1740.75,19703.75,0,0,0,0,0,0,11501.6666666667,22934.5,0,0,0,22958,0,0,0,8128.5,108154.75,37985.6666666667,15230.75,0,2903.25,0,6979.5,0,12631.25,3388,12763.75,0,15451.75,119234.25,5462.75,6641,19683.5,0,25552.75,0,16365.25,9451.75,11231.25,10726.25
"ALDH1A1",5675,187.5,687.75,793.5,3997.25,183612.5,63,771.75,179.25,434856,592545.5,1168909.25,441608,0,235.5,2396.33333333333,85.5,0,969,0,10449,88.75,1171.5,5177.5,11684.5,96.75,11990,143.25,13449.25,591.5,8891.75,229.75,78.25,269.75,26.25,1423.75,188.25,1025.5,200.75,1578.75,184.25,92.5,189
"FAM49A",143539.5,88469,101010.25,28506.25,8501.75,2629,21593.5,1112950.75,213067,201851.333333333,96654.5,516943,378692.75,760,219.25,25450.3333333333,137641.5,14026.3333333333,62985,73626,2515,3613.75,261748.75,189745.25,0,999.5,255,2541,4995.75,15200.75,641.5,242,753,2460.75,13405.5,21759,30683.5,68951.75,0,786.25,71033.5,529.5,97.25
"PYCR1",87807.5,806.75,72380,320,11103,1671,531.75,16135.5,1989.5,0,9610.5,0,2137.5,0,14011.75,16009.6666666667,1775.75,101785.666666667,0,0,153890,21053.25,12642,28942.5,438171.75,2164.5,734181.75,2785.25,325430,10413,192835.5,8602.5,450985.5,508.25,312916,922.25,40527.75,6377.75,239035.5,1996.5,5412.5,3271.5,3797
"NRGN",63940,0,189675,0,0,7762,16599,81886,56979.25,257047.333333333,19533.5,71883,16935.5,0,0,2327.33333333333,0,751.333333333333,0,0,5506,0,1866.75,354.5,15942.5,0,1108.5,0,1486.5,4668.25,1544,0,4919.5,295.75,870,0,342.25,0,247.75,0,0,0,0
"ASRGL1",311,152,505,0,1465.25,446363.75,292076.5,20070.75,27995.75,400188,333439.25,279672,77908.5,0,159.75,1819.66666666667,833.75,887,265,837.25,1924,133.75,2415.5,8358.5,626.25,97.5,2573.75,0,596.5,136.75,3920,0,0,461,276,177,369,0,3238.5,546.5,787.25,0,0
"DHRS3",2097,0,3145,0,0,0,0,0,0,0,0,679.5,17879.75,0,17750.75,0,0,13632.6666666667,3569.25,29744.5,3503,0,0,0,9380.25,61261.25,11727.25,65502.25,8847,0,6860.5,71561.75,10166.75,29881.75,11703.25,60813,15095,14871.5,9613,41361.75,207.5,45512.75,14611
"IL13",0,0,0,732.5,0,0,0,0,5293.5,0,0,7520,59133,0,62484.75,0,8036.5,69776,3588.25,124090.75,0,2815,0,11541.25,0,11131,0,12552,0,1258,0,0,0,9911,0,29839.75,0,37118.25,0,1477,0,26083.75,6544.25
"CREM",23668,0,39400.5,0,0,0,0,18453.25,0,0,0,0,21780,0,6005.25,38496.3333333333,3954.75,55727,3595.25,170683.75,23492.6666666667,2096.5,73123,2928,35819.25,4730.75,71558,10083.25,53812,750.5,28497.5,0,27081,3866.5,28426.25,4795.75,23436.25,1191.5,43274,658.75,0,0,1024.5
"IGFBP1",0,0,0,840,0,14652.75,19865.25,24558,0,56082.3333333333,28778,78757.25,70875.75,10775.3333333333,0,13197.3333333333,0,29483,0,0,43309,12821.25,3091.75,2235.75,11545,12734,0,13397,0,29355,9450.25,0,10323.75,1789,0,13266.5,1632,27526.75,1749.75,0,0,0,0
"FPR1",0,0,0,343.5,0,18800.25,7811.5,3678.5,1473,48905.6666666667,166961.25,48866.5,46556,0,11866.5,0,13262.5,0,5385.5,55757.5,0,20478.25,0,2366.25,0,38661,0,6513.25,0,5305.75,0,11547.25,0,590.25,0,4291.25,0,12436,0,21044.75,92.25,22935.75,10510.75
"TLR2",1900,2403.5,376,1977.5,590,6508.75,654.25,713.75,166379,347211.666666667,1416304.5,1419484.75,1251512.5,42.6666666666667,65.5,606,2739,2332.33333333333,2460.5,256498,242.666666666667,441.5,1421.75,458.75,1086.5,156.75,6478.25,214.25,3150.75,593,1591.5,84,325.25,168.25,3746,222.5,871.75,8595.75,25.5,93,2608.25,98.5,1156.75
"CD8B",4426.75,0,0,0,7673.25,4145.25,21521.75,0,6322.5,0,0,8592,0,0,0,0,3314.25,0,310.75,0,0,0,1055,0,0,0,0,2439.5,0,551.25,0,1678.75,105067.25,60673.5,49563.75,33655.5,21924,50148.75,72972,77979.5,2098.5,4003.5,0
"hCG_14925",407.5,12456.25,311.75,1343.75,2553,330400.25,218800.5,34667.75,237978,469719,932329.25,2328970.5,3202569.75,0,8863.5,22314,38621.25,116470.666666667,155463.75,516861.5,425.333333333333,2190.25,19849.75,172521.75,1071.5,14976.75,9697,45247.5,4641.25,24035.75,716.5,693,1701,2286,5960,6893.5,601.75,5486,1510.75,696,12276.25,46852.75,32892.25
"PKIG",173758,43810,473146.75,23389.75,0,0,0,16235.25,0,0,0,0,0,3774.33333333333,0,0,0,7609.66666666667,0,106738,0,0,3204.25,0,2593.25,0,0,0,0,3626.25,3687,0,6915.5,0,5732.25,0,0,0,0,0,0,0,0
"KLRG1",3544.5,0,28552,0,0,1569.25,0,17352.75,0,26587,0,0,0,0,0,0,0,0,9627.5,0,26693.3333333333,0,0,0,28913.75,0,22347.5,10773.25,19078,10227.5,0,0,6123,20468.5,16871.75,61780.75,18374,47023,2007,934.25,7169.75,0,0
"LCN2",146.25,1086,151.5,275,1.5,39,1813401.5,11608.75,132.5,113,43,191.5,42,7,17,71.6666666666667,18.5,43.6666666666667,57.5,87888386,47,471.25,185.5,33.75,137,60.25,6.5,40,15.25,39.75,45,31.25,17.5,51,53.5,30,13.25,52.75,44,29.75,21.5,49.25,14
"KMO",147551.75,206982.25,113647,287752.25,2727.75,40369,846.5,125186.25,5117.75,29545.3333333333,2542,9725,66793.5,0,23.75,364,160.75,129,5,2256.5,69.6666666666667,393,19672.25,61402.5,135,2897,86,5637.5,163.75,68,207,0,3128.75,20.25,1558.75,38,150,0,295.75,165.75,229.5,81.5,418
"TNFAIP2",314,31.75,71.75,56.75,1193.25,1732.25,4617.25,1181252.25,152559.25,362554.333333333,152178.25,445176.5,244221.5,234.333333333333,132.75,335.333333333333,1148,466.666666666667,59.5,15806,270.666666666667,2604.75,600,307,184.5,234,1552,188,6219.5,64.5,473.25,103.75,35.25,1816,152.25,239.25,2501.5,156.25,184.5,99.75,94.25,165.75,60
"HNMT",793.5,526.25,0,263,0,1493.75,0,92083,100313,270525,146072.25,612667,457537.5,0,618,0,616,0,120.75,9061,0,569.75,1028.25,246,0,0,1952.75,0,565.75,376.75,1448.75,536,0,0,0,334,3074,164.5,119.5,440,298.25,339,0
"HIDE1",0,2957.5,0,1671,5294.75,650,41034.75,0,18333.75,55063.3333333333,88321.25,147613.5,134995.75,0,1808,0,2542.5,1074.66666666667,1081.5,325827.25,0,739,0,0,0,0,3856.25,0,0,0,0,0,1584.5,0,829,0,3896.25,0,0,6620.25,0,0,0
"SIRPA",8562.5,33,34342.25,20.25,307.25,72691.25,639263.75,242467.75,235620,560951.333333333,746522.75,482330.25,125180.25,153,9492.5,3432,973.5,1343,237.5,2802239,323,13915,69195,67806,3774.5,3817.75,1934.75,2295.75,1865,3062.5,8889,6767.25,265.75,1222.75,3847.75,1509.5,1778.25,2639.25,3870.25,1172,5764.25,3381.75,4538.25
"CLEC12A",0,0,0,0,3562.5,40554,90562,20832.5,54735.25,0,104039,82578.5,105816.5,0,0,6490.33333333333,1188.25,626.666666666667,0,418549.5,0,0,1450,7307.5,1409,916.75,1580.25,0,0,0,0,453,0,545.25,0,1988,0,2075.5,0,650.25,453.5,3704.5,1047.25
"CAMP",59,451.75,140,789.75,50.5,7289.75,1097103.25,45.75,4810.5,30.3333333333333,386.25,917.75,232.5,46.3333333333333,204,39.6666666666667,138,4.33333333333333,48.25,61931640.5,15.6666666666667,4145.5,66.75,1257.25,3,7.5,36.5,17.75,29,7401,156.25,236.25,25.75,18,24.75,9.5,934.25,1458.75,10,20.75,338,49.5,523.75
"IL1B",43.25,0,0,0,138.25,0,0,1804931.75,949.5,10251231.3333333,17569.25,24011,1955.75,0,0,105.666666666667,1.5,21.3333333333333,0,0,0,0,2753,11,85,0,63,4.25,0,0,0,0,42.5,0,16.5,0,719.25,0,0,0,0,0,0
"HELLS",29348.25,164.5,93032,251,2247.75,454.25,4412.5,3202.75,2110,0,208.75,271.5,340.25,711.666666666667,879.5,76849.3333333333,698.75,78760,1215.25,544.25,103239,186.25,150.25,467.75,141705.5,371.75,194291.25,1634.25,137159.25,490.5,61147.25,79,118959.5,589.75,160943,586.25,84352.75,139.5,117445.25,113.25,136,410,223.25
"IGSF6",0,1423.25,0,0,0,1684.25,0,8615.75,41036.75,51952.6666666667,77954.75,63523.5,51768.25,0,971.75,0,2032,0,0,354596,0,0,0,0,0,0,0,0,0,0,0,0,11684.5,0,0,0,0,0,0,1892.75,11564.75,4345.5,0
"LY86",9865.75,27486.75,11115.25,14553.25,0,0,0,56002.25,60630.75,35421.3333333333,87006,74826.75,48066.5,0,0,0,0,0,0,0,0,0,0,0,0,4595.75,0,2278.75,0,0,0,0,0,0,433.25,0,0,0,0,0,0,0,0
"TPX2",20122.75,72,71976.5,409,1904.25,14860.75,250,8445.25,587,1093.66666666667,612,6946.25,1509.5,781.666666666667,350.75,89660,227.5,112010,127,1438.5,88230.3333333333,126.5,0,468,151360.25,134.75,158533.75,3200.75,125845.25,236.5,70979.5,65.5,83653,3521.25,96272,94,61495,53.5,80210.75,179.5,219.5,313.5,253.5
"CD83",67153.5,5804.75,197862,1854.25,4660,58037.75,0,224194.75,3786,10367.3333333333,1116.5,6562.75,834.75,0,15023,796.333333333333,0,4332.66666666667,0,46032,0,0,97117.25,0,3963,8004.75,19263.25,31534.25,5668,0,0,1008,43686,28682.5,415.5,23140.5,6984.75,0,483,8160.25,0,0,0
"SLAMF7",23656.5,0,9582,1147.25,17609.25,3013.5,430.5,771289.75,554.75,190460,4082.25,36222.25,127620.5,0,1128,91221,9984,124676.666666667,17417.75,102851.5,0,381.5,236410.25,27588.75,0,25.75,260.25,1590.25,3469.25,8789.5,0,0,647.5,4272,17862.75,14339,29256.75,21546.5,8532,212,705.75,594,483.5
"CEBPB",0,0,0,0,0,197291.75,29776.75,37441,23505,357654.666666667,144742,396663.5,1046159.75,0,877,29434,628.5,29080.6666666667,1409.5,138948.75,640.666666666667,622,0,96.25,1894.5,572.75,4308.5,3722.5,4618,1378.25,3183,1513.25,2956.75,5227,2736.25,1241,2237.5,3687.75,119.25,4352.25,3317.25,437,986.25
"TRAJ47",0,0,11824.75,0,0,0,0,0,0,0,0,0,0,0,22733.25,0,0,0,0,0,30912.3333333333,20363.75,0,0,0,14509.75,7943.25,23792,0,0,0,17800.25,6286.25,30211.75,0,4178.5,0,15880,14001.5,32450.5,8113.5,13285,22657.5
"CENPM",89770.5,594,75622,0,0,10338.5,5599.5,8516,16767.25,11214.6666666667,31209.25,99101.5,5534.5,0,5559.25,38741.6666666667,664.5,27776,1496.75,46433.25,62411,10533.25,852.75,4901.5,196487.5,0,113393.5,0,74617.5,2214.5,28556,0,17433.75,0,34541.25,889,16094.25,586.75,32065.25,1316.25,0,0,0
"TPM3",23079,0,95431,633,12091.5,0,1080.25,0,14556.25,70831.3333333333,77513.25,9057,0,31630.6666666667,0,68439,550.25,13324.3333333333,15859.5,0,0,3480.5,23963.75,11604.5,2118,89316.25,35577,185.25,45892.5,0,74987.75,0,34893.25,1045.25,31946.5,39689.25,97168.25,9823.25,43463.5,2147,112.75,1195.5,12710.25
"PTPRK",0,0,7870.5,371.75,91228,50829.75,0,0,14618,0,0,25230,394,0,9632.5,21546.3333333333,34526.5,38124.3333333333,104467.5,0,61012.6666666667,25943.75,9438.5,10808.5,14860.5,17209.25,58413.75,30190.75,68757,36087.5,6929.25,37250.5,28328.25,5695.75,26442.5,14632.25,0,27459.25,88746.75,44383.75,0,25620.75,15423
"RPA3OS",0,40078.5,4823,32236.5,13153,33894.5,27007.5,0,6454,0,9131,22453.75,28061,0,4255.25,0,21252.75,3489.33333333333,37550.5,2208751.5,0,12359.75,0,0,1498.75,7752,4578.25,6334,0,10803.25,0,4344.75,0,7687,0,17961,16061.5,20884.5,0,10765.5,4335.5,785.5,16012
"C2orf76",40058,0,46435.75,0,1081.25,0,48899,62971.75,0,51699,22430.75,19214.25,24849.5,0,10831.5,8025,6464,0,0,0,15021.6666666667,0,6901,0,25019,0,36465,0,32633,0,4310.5,0,21504.5,644.5,1972.5,0,1675,3477.5,4336.25,3087.5,0,0,1036
"GNB4",23615.25,80631.5,52631.25,54108.5,6255.75,25198,37638.5,81302.75,170749.75,107064,283840,238170,235214.5,0,0,27586,16472.5,20743.6666666667,476,1238085.25,0,2695,91626.25,114020.25,3083,5569.5,9432.5,3957.75,6581.25,1988.25,790.25,3994.25,0,1254.5,98.5,3347,2179.25,0,41101.75,9223.25,171.75,3644.25,3421
"SYNGR1",3409.25,1607.75,4638.75,1713.5,5828.5,15134.5,0,20443,34112,40547.3333333333,68331.5,62608.75,29859.75,0,0,3229.33333333333,1908.25,5430.66666666667,8595.5,205025.25,0,0,4184.5,23993.5,0,0,0,0,0,0,0,0,0,0,0,1865.25,0,6560.5,0,421.5,0,0,0
"IMPA2",1264,459.25,5313.5,3432.25,1442.75,31360.5,576222.5,245126.25,198737,145734.333333333,347866.25,296782,100964.25,0,0,6799.66666666667,659.75,1197.66666666667,0,793970.75,4912.33333333333,93.25,9806.5,28967.25,24743,260,19462.5,1548.25,14492.25,931.75,4957.25,308.75,7014.25,859.25,9424,1963.25,3644,0,3552.75,5559.75,680.5,950,315
