"","A-431","A549","AF22","AN3-CA","ASC diff","ASC TERT1","BEWO","BJ","BJ hTERT+","BJ hTERT+ SV40 Large T+","BJ hTERT+ SV40 Large T+ RasG12V","CACO-2","CAPAN-2","Daudi","EFO-21","fHDF/TERT166","HaCaT","HAP1","HBEC3-KT","HBF TERT88","HDLM-2","HEK 293","HEL","HeLa","Hep G2","HHSteC","HL-60","HMC-1","HSkMC","hTCEpi","hTEC/SVTERT24-B","hTERT-HME1","HUVEC TERT2","K-562","Karpas-707","LHCN-M2","MCF7","MOLT-4","NB-4","NTERA-2","PC-3","REH","RH-30","RPMI-8226","RPTEC TERT1","RT4","SCLC-21H","SH-SY5Y","SiHa","SK-BR-3","SK-MEL-30","T-47d","THP-1","TIME","U-138 MG","U-2 OS","U-2197","U-251 MG","U-266/70","U-266/84","U-698","U-87 MG","U-937","WM-115"
"SDC4",141,18.6,11,0.7,184.8,115.3,458.3,170.2,221.7,207.5,154.5,199.9,352.1,0.1,83,197.8,180.7,8.5,367.1,260.6,43.4,6.8,4.4,11.2,64.9,245.7,0.8,7.3,162.2,242.9,92.5,171.7,24.9,7.4,0.4,108.6,121.9,0.1,9,20.3,58.6,0.2,96.6,0.4,278.1,168.8,5.1,16.6,293.7,127.1,39,115.8,6.5,46.1,167.4,147,16.1,108.8,6.5,4.7,0.4,261.1,12.8,101.8
"MYH9",527.3,247.7,84.6,68.2,106.9,136.3,418.6,333.8,411.3,513.3,400.1,246.8,148.4,111,215.3,514.4,360.4,129.1,554.2,542,327.5,109.8,269.1,196.5,174.8,401.4,273,404.9,168.2,168.6,747.6,481,383.9,59.5,146.7,371.8,122.2,98.7,127.6,51.3,155.7,210.8,257,100.4,236.9,459.5,151.4,55.8,587.9,161.3,199.9,151.2,118.3,1086.1,1196.7,385,218.9,598,102.3,79.1,89.8,450.1,134.3,355.5
"GMFG",1.1,0,1.8,0.3,0,0,0.6,0.9,0.3,0.4,0.4,0.3,24.3,175.6,2.1,0.2,1.3,0,0.5,1.1,77.7,0.4,240.4,0.3,2.6,3.6,230.3,476.8,0.5,0.4,0.5,0.6,12.3,9.2,305.6,2,0,213,203.7,0.6,0.2,329.6,3,111.8,0.4,30.5,1.1,0.5,1.3,1.5,1.6,0.7,378.5,118,0.2,3.1,0.7,0.7,18.4,61.7,192.3,1.7,301.7,2.2
"SLC16A3",70,36,0.7,1.2,11.5,37.8,73.7,275.8,161.8,211.3,248.9,15.4,179.3,0.5,236.1,179.7,24.8,28.7,339.3,91.4,133.7,1.5,136.1,194.3,237.1,240.3,178.9,158.3,80.8,49.3,153.2,53.6,104.7,1.1,32.9,166.4,16.5,1.8,139.6,2.7,292,0.9,3.8,36.6,91.1,3,5.4,2.2,332.7,206.7,3.2,37.8,125.6,178.1,442.7,7.8,6.5,285.9,111.7,1.8,5.1,215.3,109.8,3.9
"HSPA1A",0,387.1,0,0.6,11.5,8.6,0,0.1,0,0,0,0,0,0,98.6,18.7,0,0,23,0,3.2,3834.6,0,0.8,1.5,0,0.8,0,5.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,22.1,0,0.1,0.8,0,0,9.3,0,0.1,3.4,0,29.6,0,0,0,0.1,0,0.1,0,0
"SLC2A3",0.2,6.9,66,24.2,16.8,58.6,1387.7,20.4,21.1,21.7,53,1315.8,9.5,1.1,0,12.8,0.5,2.3,2.8,40.6,43.8,1.8,83.7,4.1,144.3,55.1,27,114.8,25.4,1.9,62,21.4,18.3,39,15.8,17.8,0.1,2,23.1,293.2,0,1.9,7.6,0.9,0,0,0.3,0.6,0,1.8,24.7,0,3,18.3,28.8,16.3,52.3,1.9,0.1,46.9,3.4,83.2,12.2,15.9
"PAGE2B",3.6,0,0,0.8,0.2,0.1,0.1,0,0,0.1,0,0,0.2,0,0.3,0,0.9,0,0.1,0,1.1,0.4,3,0.4,0.1,0,0,0.5,0,0.2,0,0.4,0,1.8,0,0,0,0.3,0,0.6,0.2,0.9,0,0.1,0,0,0,0,0,0.1,0.3,0,0.5,0,0,250,0.2,2.4,1167.1,1756.5,0.9,0,0.5,0
"CAPG",161.2,79.5,0.7,7.3,40.4,89.4,88.3,58.4,6.1,61.7,63.2,8.7,560.8,16.9,89.5,100.7,185.5,0.2,96.9,27.4,131.7,4.5,59.3,106.6,26.5,39,29.8,788.5,80.7,73.9,60.5,57.3,36.9,7.1,37.9,38.9,119.6,80.8,277.3,26.6,105.8,90.4,10.2,7.6,190.9,72.4,1.1,1.6,91.5,86,524.4,44.7,312,139.4,138.5,32.1,4.4,2.1,1.1,4,6.8,311.4,386.8,1.6
"SLC43A3",251,0,15.8,0.3,36.2,54,0.7,18.5,75.5,29.4,52.7,0,54,118,9.2,40.3,142.9,48.4,20.6,61.3,0.9,0.2,230.7,64.4,0,89.6,407.3,377.3,168.5,0.6,306.6,2.7,74.8,267.4,111,102.9,0.4,86.7,207.1,24.3,4.9,202,3.2,398,57.3,0,44.8,0,65.9,1.1,205.6,22.5,51.9,39.1,1.4,85.3,194.4,51.6,0.2,0.6,28.4,183.2,143.5,524.5
"MAL",43.8,0,1.6,0,0,0.1,0,0,0,0,0,0,0.1,0.2,11.1,0,2.1,0.2,0,0.5,467.4,0.1,0.1,0,0,0,0,0.3,0,0.2,0,0,0.3,0.3,0.1,0.1,0,571.7,0.1,0.2,0,0.6,0,172.5,1845.6,50.4,0.7,0,0.1,7,1.2,0.2,0.6,0.7,0,0.3,0.1,0.4,0.3,0.2,0.2,0.3,0.3,0.1
"ALDH3A1",0.1,4306.9,0,0.5,0,0,0,0,0,0.1,0.3,8.1,208.7,0,2.5,0.4,24.9,0.9,8.9,0,0,0.7,0.1,80.9,0.7,0.3,0.1,0.5,0,10.8,0.5,0.3,0.4,0,0,0,6.7,0,0.2,0.4,16.7,0,0,0,0,68.3,0.2,0.8,24.4,0,0,0.1,0.6,0.5,0.3,0.8,0,0,0.2,0.1,0,0,0,0
"IL32",220.8,9.8,1.2,0.3,0.4,19.3,18.9,10.2,25.1,13.9,23.8,405.3,287.7,0.4,55.7,5.6,9.5,1,21.1,17.5,655.8,2.5,1,33.3,326.2,45.6,1.1,18.2,24,2.5,12.9,41.2,49,0.5,292.6,16.1,1.3,255.3,4.9,7.1,6.5,0.7,334.4,23.1,173.8,12.8,0.8,4.1,115.8,5.6,1.6,6.5,2.6,130.5,55.8,68.9,2.7,29.5,3.5,7.5,1,1.1,242.4,29.4
"TUBB2B",0,6,504,144.1,0,0,0.3,2.8,5.1,17.9,40,319.1,1.5,0,4.7,2.9,0.4,208,0,10.8,0,84.7,0,0,20.5,1.1,0,5.2,2.1,0,2.2,0,0,5.6,0.5,4.1,0.3,0.8,0.2,250.8,15.3,0.5,23.9,185.4,1.8,0,896.6,392.2,0.3,1.2,2,2.9,0,0,0.5,89.6,3.9,0.3,38.2,0,0,0.7,0,26.8
"TXNRD1",198.4,938.9,116.7,102.9,380.4,216.2,395.1,348.4,210.5,169.9,182,91.4,289.4,120.8,176.2,1126,68.7,242.6,113.6,207.2,76.6,93.3,128.2,541.9,318.2,744.8,178.9,131.8,128.8,115.6,404,98.5,528.1,178.7,55.7,230.7,83.2,186,64.8,114.3,976.7,206.7,79.4,102.3,160.7,98.2,215,117.3,353.1,389.3,258.2,115.7,88.3,695.9,88.1,192.2,187.1,283,64.6,124.1,174.2,182.9,96.2,530.8
"GAGE1",0.1,0,0,2552.7,0,0,0.6,0,0,0,0,0,2.1,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,597.3,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,1.2,0,237.9,0,0.9,0.9,0.8,0.3,0,0.2,1.6,0,0,0,75.3
"GPX2",0,930,0,0.2,0,0,0.2,0.1,0,0,0,27.7,7.7,0,5.5,0,249.8,0.6,3.3,0,0.1,0.1,0.1,0.6,659.7,0,0.1,0.3,0,6.8,0,0,0,0,0.2,0,4,0.5,0.2,1.3,0.2,0.4,0.2,0.1,0,543.6,352.2,0.2,0.2,9.6,0,0.5,0,0,0,0.7,0,0.2,0,0.1,0,0,0.1,0.2
"DSTN",280.7,388.9,159.4,148.5,274.3,274.4,293,335.8,499.8,231,216.1,165.2,306.1,35.7,92.2,455.3,269.9,153.6,434.3,272.9,25.9,114.9,118,179.4,200.3,358.1,81.4,76.1,260.1,406.7,239.3,212.1,300.4,56.6,47.1,390.1,191,33.6,76.7,110.1,298.7,26.3,240.3,71.5,515.9,232.2,287.6,77.4,384.1,1064.5,328,614.2,37.4,281.1,290.9,96.9,301.2,227.9,30.3,36.4,92.4,136.9,34.1,247
"CRIM1",89.2,69.1,15.4,16.5,48.4,55.8,122.8,401.1,203.1,242.4,132.6,80.1,30.5,0.2,284.2,365.8,38.5,12,55.1,204.8,1,8.1,2.9,68.3,38.6,190.7,1.8,0.6,81.7,40.9,104.5,143.4,308.5,4.3,0.5,231.3,7.1,0.2,0.7,12,20.9,5,19.4,10.9,124.4,33.3,2.2,0.3,88,20.2,2.7,69,1.3,540,322.1,123,38.1,192.4,19.7,0.3,0.6,94.4,0.3,101.2
"ID1",65.4,220.3,2.6,45.2,21.2,9.8,178.9,262.5,10.2,52.4,6,107.2,96.8,0.4,475.3,64.7,435.4,41.2,12.7,8.5,5.7,23.4,36.8,140.5,285.5,35.2,0.7,2,41.4,50.2,0.3,3.3,28.9,82.7,1.6,91.2,74.8,9.1,1.1,171.2,474.7,0.8,192.4,2.8,8.3,162.7,108.9,91.4,273.6,68.6,1.9,53,5,151.6,147.6,304.1,45.1,175,4.2,4.3,3.2,170.5,30.8,20.5
"GPRC5A",310.4,252.1,0.1,1.2,2.4,1.1,17,88.5,32.5,62.3,49.3,40.6,1167.5,0.1,8.3,65.3,308.7,1.1,36.2,98.5,0.4,4,0.2,76.6,1.5,20.3,0,0.3,1.2,48.3,28.4,5.3,34.5,0.4,0.2,2.3,190.5,0.2,0.2,1.5,40.1,0.2,7.3,0.2,100.2,55.5,0.6,0.6,520.3,27.5,12.4,10.3,0.6,3.6,2.7,89.8,145.4,3.7,0.1,0.2,0.2,34.4,0.2,1.9
"PEA15",116.5,41,183,74.5,229.9,130.4,59.6,476.5,397.5,427.3,311.6,83.1,61.7,44,187.8,550,125.5,71.7,126.6,344.2,30.9,35.7,45.7,21.3,17.5,346.5,13.7,52.9,114.4,70.7,253.6,246,292.1,47.7,78.4,518.6,50.6,16.4,25.4,122.9,119.7,30.5,188.6,29.4,126.4,55,43.4,103.4,317,151.2,135.1,117,80.1,384,298.8,248,212.3,202.9,65.3,39.7,80.1,273.5,25.4,432.6
"GSN",46.1,63.7,50.2,136,964,321.5,31.6,144.7,304.6,37.7,79.1,59.6,134.6,2.8,42.6,176.1,513.8,4.3,84.3,22.8,9,8.6,38.3,43.8,112.1,32.3,7.8,172.5,125.4,79.8,67.7,32.5,123.5,11.7,4.1,152.6,71.8,0.6,194.8,17.3,50.6,9.5,16.9,3.1,144.4,63.4,9.4,14,81.7,61.9,176.2,307,125,221.5,114.8,42.6,10.3,14.1,1.5,1.7,2.6,126.4,16,323.6
"ACTB",6051.8,4177.5,4921.9,3794.6,1385.9,1887,5884.7,4572.1,2970.2,4122,3283.3,6227.1,3372.4,3001.4,3780.6,6354.9,3841.3,2949.6,5764.4,2359.1,4507.5,1415.7,3300.5,2895.3,2754.3,2621.5,3242.4,7832.7,2600.8,1714.9,5754.6,1170.5,3402.3,1810.5,2217.3,4736.2,5232.8,2892.7,5119.4,5958,3019.5,4618.6,2810.2,2153.3,3170,2245.7,1724.5,2555.5,5657.5,3698.1,1313.4,4927.7,2848.5,6069.5,9214.4,6104.3,5728.6,6481.6,1331,1431.4,3085.9,5015.3,4574.2,10886.7
"RANBP1",377.2,197.2,473.7,242.6,54.3,65.8,389.1,328.4,138,461.2,347.3,331.5,132.8,478.4,160.2,122.2,346.5,463.6,243.8,261.1,268.8,979.7,504.1,148.7,288.8,101,723.4,258.3,75.5,114.6,393.2,107,190,2168,187.6,188.5,257.8,532.2,392,547,352.7,607.7,653.3,119.7,129.3,185.8,563.2,375.6,378.1,146.8,174.5,128.8,253.3,143.4,336.5,693,240.7,360.8,199.1,265.4,727.7,182,317.2,288.2
"AREG",13.7,96.4,0,0,0.6,1,0,2.6,4,0.7,2.8,310.7,52.3,0,7.5,0,15.2,0.1,461.5,6.2,0.1,0,0.3,1.9,12.1,160.3,1.8,0.4,4.2,463,37.6,1044.5,0.2,1.4,0.5,11.9,315.9,0.1,0,0,39.5,0,0.1,0.1,27.5,2.3,0.6,0.2,23.4,0.9,0,10.8,0,0.8,0,15.4,4.9,0,0.7,0,0,0,0,1.7
"TXNIP",48.8,0.2,12.7,0.8,198.6,662,28.4,55.3,105.9,54,77.1,29,64.9,11.2,354.8,13.9,13,13.2,88.8,148.7,68.3,6.4,40.6,13.3,22,11.5,149,80.1,921.1,476.5,118.2,158.1,19.2,163.6,86.5,25,57.7,25.2,112.8,36,44.7,25.8,103.5,334.8,114.7,97.3,72.2,105.3,297.2,59.9,174.6,27.1,177.8,45.6,156.8,10.3,280.3,89.3,128.1,119.9,9.5,38,67,84.4
"RPS23",1907.6,769,2351.2,1701.9,2685.7,3683.7,2334.7,1731.6,2500.8,2820.6,2914.2,986.6,1279.9,3660.5,1321.1,2070.9,971,3705.8,4226.9,3024.2,1731.4,1867.6,1882.8,833.3,794.8,4326.2,2430.9,1282.8,3694.8,4955.4,2319.3,4641.1,3313.5,1982.9,1123.2,2211.3,1088.4,2722.1,1953.6,1527,1800.8,2044.3,3292.8,3198.6,2232.8,726.9,1795.2,2107.9,1120.6,1360.4,3257.7,1296.3,3147.8,2317,423.2,1742.9,982.7,2700.2,1700.3,2444.2,2464.2,991.5,3056.1,953.2
"ODC1",144.5,117.8,174.8,195.7,21.4,64.7,395.1,197.4,93.4,201.4,97.4,574.4,66.3,620.3,107.6,111.2,26.6,564.8,190.1,252.9,309.2,209.9,356.2,149,291.6,210.6,538,80.6,45.3,50.9,490.3,468.1,146.7,600.5,196.7,101.4,83,541.3,167.9,323.9,388.2,433.4,537.8,407.6,99.3,95,290,222.5,310.7,66.6,92.9,56.3,201.6,101.4,172,374.5,211.7,420.1,96.9,287.6,540.5,153.3,346,108.2
"TSPY4",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,0,0,0,1.4,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.6,0,0.8,0,1.1,0,0.2,0,0,0,0.1,0,0,0.2,0,0.9,0,0,0.2,0,2,1493.8,1550.5,0.4,0,0.1,0
"RPS2",1856.9,2741.8,1693.3,5140.9,1669.4,4170.8,2918.8,1203.7,2759.1,3403.4,2510,4490.1,1273.7,2892.3,2094.1,1923.1,2301,2578.6,3428.5,1321.5,2386.6,4535.1,1227,2247.6,3338.1,4974.2,2576.7,1900.3,5821.4,4844.2,3066.1,3881.8,3008.3,2543.6,1603,2132.5,7539.9,3283.3,3574.7,5457.7,2502.7,4514.9,2684.4,3372.2,2533.6,1585.4,3599.1,2943.1,1480.4,3237.1,2655.1,2742.1,3777.6,1352.7,1929.6,2694.1,442.1,2500.1,657.1,1063.7,3529.3,1032.1,2164.4,2484.8
"HSPA8",1219.4,1870.4,1327.6,1084.3,834.8,906.5,1714.4,2286.4,1209.2,3011.2,1880.3,2584.6,1567,1611.1,1567.5,1176.5,1635.5,4005.3,703.3,3097.1,1823.2,540.5,2198.7,649.5,1048,279,1913.3,1587.1,505.3,1123.1,997.7,237.3,1467.5,2415.3,818,2191.8,946.8,2020.6,1124.4,2132.4,1688.9,2044.1,928.4,888.8,1271.5,798.8,1617.3,1104.1,2090.6,1580,586.3,1732.2,625.6,1422.5,1590,1352.3,1305.6,2011.4,581.2,1411.5,1326.7,1760.1,2649.7,1964.8
"RPL10",4998.1,2354.8,2514,1819.1,3871,7427.3,2167.1,1813.4,4006.8,3757.6,4959.8,1920.8,2198,8038.6,4769.9,2794.6,1911.9,5188.9,3685,3332,2308.7,3659.3,1364.3,1241.2,1746.7,5557.4,2622.8,1897.1,5864.2,5749.6,2434.7,5787.8,5370.8,1948,2505.2,3332.7,2192.6,2902.9,2021.5,2009.8,4110.5,3902.7,2332.3,4354.9,3344.3,1599,2392.1,3597.1,550.4,3373.8,4983.4,1543.5,3063.8,2549.6,1382.1,2783.6,2969.6,3985.7,6274.5,4465.2,7669.7,2085.9,3672.9,1770.9
"CRYAB",0.1,0.7,0.2,44.6,1679.2,75,16.8,60,2.2,1.2,2.4,1.3,0.5,0.1,38.9,650.9,1.9,2.3,1.7,1.3,0.4,0,0,9.2,4.8,17.3,0.3,0.6,62.7,7.9,0.6,4.8,0.5,5.7,2.1,167.4,0.1,0.2,1,0.5,0.9,0.3,0,0.5,23.3,0.6,0.3,0.5,5.6,6.6,30.2,5.5,0,1.4,315.9,120.3,8.3,3.1,0.8,0.3,0.6,6.7,1.2,39.2
"CSRP1",64.4,176,47.3,100.5,53.3,69.2,242.5,460.9,386.4,391.7,323.9,170.7,47.4,50.7,31.1,232.4,116.8,31.6,80.7,301.7,144.9,25.8,73.5,155.2,19.7,299.9,52.2,9.5,66.4,69.8,341.7,118.5,392.2,3.9,49.6,232.6,163.6,35.2,6.8,0.7,61.9,15.4,269.6,170.9,147.5,101.3,29.8,23.6,232.8,350.8,116.7,75.8,46.4,448.6,277.4,186.4,179.1,189.7,28.8,53.6,19.7,276.1,99.3,186.3
"CKB",2.1,46.9,200.6,9.9,1.2,1.2,4,18.8,0.1,2.1,1.2,340.9,5.5,0.3,22.8,12.5,40,61.3,0.8,0.2,8.9,940.9,70.4,152.2,97.1,7.2,0.6,54.2,5.7,0.5,1.9,0.6,0,124.3,2.3,2.9,13.6,1.4,1.8,79.3,147.7,12.7,3.9,150,28,1.7,678.1,251,46.7,5.5,12.6,17.8,21.8,0.8,1.4,40.6,3.6,81.3,7.6,1.7,4.8,5.6,1.4,7.4
"TACSTD2",502.8,0,0,1.1,0,0,203.1,0.1,0,0,0,0.4,665.4,0,67.4,37.2,672,0,100,0,0.5,0,0.1,10.2,0.1,0.2,0.1,0.5,0.1,148,0.3,6.5,26.4,0.1,0.7,0,94.5,0.3,0.5,0.4,0.9,0.1,0.1,0.3,76.2,211.2,0.2,0.2,25.9,149.8,0.7,123,0.8,27.9,0.7,1.4,0.5,1.1,0.2,0.5,0.3,0.7,0.2,0.5
"RNASE2",0.9,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0.1,0,1.9,0,411.9,2.3,0,0,0,0,0,0,0,0,0,0,325.9,0,0,0,0.2,0,0,0,0,0,0.3,0,1.1,0,920.7,0,0,0.1,0,0.9,0,0.1,0.5,0,968.9,0
"G6PD",149.5,2276.6,49.5,177.4,143.5,199.5,41.8,101,281.1,112.9,203.1,96.5,55.7,81.7,166.9,214.6,131.5,82.6,146.8,58.7,106.5,49.4,109.1,390.2,175.8,342.7,96,335.5,100.8,42.8,237,38.6,213.5,64.9,33.6,183.1,723.3,61.4,52.2,35.3,166.4,67.5,28,84.6,273.8,176.8,59.2,65.8,128.5,341.4,75.8,63.9,65.7,247.4,73,267.2,96.5,153.7,42.9,56.2,132.6,200.5,61.5,150.9
"DHCR24",298.8,56.3,211.6,241.3,719.3,156.7,48.8,81.6,134.8,126.7,271.6,286.3,185.3,39.3,178.7,65.8,282.9,267.7,364.7,117.1,7.5,149.3,271.6,97.6,284.2,143.1,101.6,59.8,119.2,313.8,421.9,59.7,56.5,200.9,0.3,42.4,109.8,21.9,70.4,593.7,155.3,0.5,52.8,116.6,567.3,217.6,173.3,57.2,194.1,255.1,99.3,417.8,98.8,51.5,44.8,137.4,61.5,152.9,17.6,39,64.2,32.3,169.2,59.5
"COL4A1",33.4,13.6,188.8,0.1,355.1,96.6,259.3,207.9,47.3,123.9,63.3,3.4,0.4,0,845.9,35.7,22.8,0,39.9,29,1.1,26.2,0,19.5,0,122.2,0.1,0.3,37,6,131.6,45.6,172.3,0.1,0.1,25.1,0,0,0.4,26.9,3.2,0.3,54.9,0.1,215.6,0,1.4,27.7,0.1,0.3,42.8,0.1,8.9,268.2,38.3,122.8,0.8,78.2,0.1,0.8,1.2,0.3,0.3,286.9
"NRP1",51.9,205.5,11.3,1,145.1,164.8,1.3,197.5,183.1,107.3,119.9,23.9,121.8,0.8,25.9,361.7,14.3,14.7,48.9,90.3,0.6,10.4,0.5,17.5,33.6,62.7,16.9,1.5,205.7,8.2,274.4,94.7,265.4,0.7,1,189.9,76.6,1.1,2.5,5.6,196.9,8.9,24.3,0.8,82.7,1,6.1,2.9,25.3,13.5,0.8,1,2.3,314.7,161.3,40.7,185.2,132,0.6,0.8,0.5,437.4,21.3,148.9
"TUBB4B",580.7,882.1,403.6,274.9,138.2,147.9,548,515.1,413.8,768,550.8,858.2,699.1,289.7,428.3,462.5,1089.4,526.9,703.9,301.9,269.8,395.9,264,518.4,560.3,106.8,278.1,275.9,99.5,197.4,632.1,132.4,498.7,373.6,162.5,574.5,1393.4,255.8,299.8,432.7,1558.7,365.5,754,261.3,469.9,487.4,335.2,324.7,856.4,343.5,127,621.7,252.7,381.9,576.4,680.6,623.7,672,66.7,180.7,306.3,466.9,211.1,512.4
"HLA-A",1127.9,29.3,0,0,133.9,128.2,1.3,1.2,1.9,1.9,2.2,0.1,0.1,2.8,0.5,263.3,27.5,0.2,248.2,0.5,2.7,11.7,201,6.7,4.9,9.4,0.3,12.7,1.3,0,2.5,0.8,0.2,0.3,1,0.4,0,0.8,13,2.9,3.2,25,2.3,232.8,175.2,207.7,0.7,12,30.3,0.2,9.2,1.5,20.3,3.9,18.3,0.8,5.4,3.3,250.2,62.8,49.6,0.4,147.2,0.2
"ADM",34.9,28.5,36.7,9.4,519,225.8,55.8,252,225.2,256.7,183.9,131.3,42.1,0,12.4,308.1,49.6,11,33.2,222.8,0.7,11.2,1.1,10,13,80.9,1.2,1.1,336,26.4,31.7,38.8,53,0.4,0.4,58.3,0.9,0.1,5.9,69.6,11.3,0.9,1.1,39.4,12.9,43,1.3,3.1,120.3,18.4,0.4,32.2,0.2,15.1,397.2,6.2,237.1,36.2,2.1,23.2,7.5,118,0.1,121.3
"CDK2AP1",110.4,158.4,451,454.7,248.3,313.7,80.1,340.4,304.9,294.1,235,109.5,104.2,0.2,165.6,483.9,101,504.9,189,252.3,73,112.6,61.2,71.3,143.7,162,84.1,62.4,208.3,195.1,184.1,90.8,379.7,81.8,0.7,502.6,187.2,113.1,107.8,300.3,120.7,484.7,191.2,38.1,194.8,240.9,507.6,534.5,313.8,107.3,310.9,260.7,70.7,228.8,288.5,159.8,161.7,222.3,16.3,29.8,79.6,154.3,39.7,642.9
"GLUL",23,9.8,115.7,0,791.8,567.1,83.2,37.2,113.9,24,22.8,52.6,23.4,16,43.7,66.4,52.6,53.1,222.2,20.8,56.7,131.8,266.8,33.4,84.6,51.4,105.2,200,512.4,263.1,32.8,294.5,43.9,227.7,9.5,77.4,11.3,166.2,79.9,87.2,51.2,67.6,30.4,26.7,34.6,90.7,93.9,56.1,13.3,117.8,13.4,143.9,111.1,32.4,0.9,2,0.7,8.3,3.5,2.4,0.2,21.8,58,4.9
"HIST1H1C",41.2,30.3,23.9,24.2,41.8,8.7,0.8,19.5,30.6,99.6,110.3,15.2,29.2,2.6,122.9,24.1,17.9,8.1,13,29,42.6,26.1,17.7,24.7,14.2,15,7.2,39.7,62.3,17.4,14,18,14.2,359.9,207,45.1,16.2,19.6,13.5,13.6,46.7,11.7,10.9,105.1,47.8,26.7,73.6,22.6,391.5,47,20.2,73.2,9.4,6.3,48,735.9,13.4,8.8,600.9,562.5,24.8,34.8,239.7,16.9
"RAB13",117.8,147.1,142.8,141.9,325.2,588.6,45.3,135.7,306.7,132.2,140.2,136.8,98.3,0.2,222.4,149.6,80.4,88.9,104.8,189.7,80.6,61.4,100.5,68.3,63.8,166.9,0.3,66.6,448.1,89.6,245.4,83.1,209.2,21.4,0.4,203.9,213.7,0.6,36.3,232.6,142.8,29.8,181.8,0.2,242.9,112,11,126.1,222.8,134.3,254.1,277.4,59.9,382.4,252.9,158.9,150,145.9,0.7,0.5,1.1,391.2,15.1,392.7
"CD248",0,0,4.8,0,336.6,336.4,0.3,186.9,268.5,15.1,14.7,0.1,0,0,5.4,348.4,0,0.2,0.1,3.3,0,0,0,0,2.2,81.7,0,0,374.9,0,21.4,0,0,0,0,0.1,0,2.7,2,2.4,1.3,8.6,0,0.1,0,0,3.2,8,0,0.9,0,0.5,0.2,0.1,0,0.9,735.8,0,0,0,0,0,0,0
"CITED2",20.4,12.4,45.6,126.6,131.6,142.8,167.3,515.6,366.5,253.9,248.1,101.2,30.5,12,82.7,828.8,24.3,14.6,10.1,186.2,428.6,41.6,305.8,51.4,6.7,131.5,80.7,31.7,119.3,46.6,119.6,70.3,42.2,116.2,57,299.1,39.5,13.9,79.9,43.2,19.6,22.2,32.5,102.8,99.3,41.8,60.1,0.9,46.8,124,15.5,67.1,232.3,227.2,214.1,72.3,60.8,28.6,17.7,15.7,17.6,65.6,67.4,15.4
"IGF2",0,2.6,0.3,0.5,0.1,0.2,1.7,95.4,1.1,3.3,0.4,711.5,0.3,0.1,7.9,0,0.1,0.9,5,7.7,0.1,0.4,0.2,0.1,406.1,120.5,0.5,0,127,0.4,0.7,0.2,1.2,0.2,0,277.7,1.7,0,0.5,1.2,1.4,0.1,396.9,0.6,0,0.7,38.5,525.9,0.7,0.1,0,3.9,0,0.3,0.2,21.2,0.2,0,0.1,0,0.1,0,0.1,0.1
"COX6C",118.2,49.5,61.9,235.3,94.3,70.2,99.1,37.1,33.6,27.9,32.5,45.4,250.3,235.2,303.6,53.4,156.8,36.9,259.3,47.4,55.9,82.9,612.1,43.6,109,74.9,252.9,177.8,67.2,340.6,24.9,42.6,37.3,44,410.8,41.6,100.3,268.1,184,119.6,114.3,347,20.4,223.5,336.7,568.4,225.2,122.5,32.2,490.3,253.9,434.1,136.1,31.5,217.3,299.8,218.3,52.1,107.9,84.9,134.1,302.2,100.3,197.1
"TUBB3",26,381.2,151.9,162.9,12.2,120.3,6.5,151.8,24.9,98.8,46.9,47.7,47.6,64.5,86.1,106.1,98,154.2,19.2,26,20.8,13.7,0.8,24,258.3,5,0,59.7,71.9,5.6,162.7,10.8,74.1,8.5,2.2,102.1,218.6,1,19.4,269.7,211.5,0.4,52.3,6.7,100,6.7,490.8,446.6,267.7,3.3,96.4,13.1,0.8,91.4,142.4,162,181.4,152.6,1.3,13.2,23.6,146.3,9.1,257.5
"MYL12B",470.7,253.6,240,218.8,474.7,410.4,403.1,678.5,569.5,683.5,731,489.1,370.1,192,325,852.1,235.4,418.7,662.3,723.8,146.7,157.4,243.5,212.1,326,597.2,487.7,360.3,369.3,627,490.2,238.6,931.2,211.1,183.8,805,834.6,283.4,279.2,163.3,220.5,158.2,296.4,150.3,1173.4,783,234.4,220.6,845.7,359.1,380.4,385.8,244.2,1105.8,698.4,1103,582.2,814.9,108.1,101.5,224.7,421.2,192.2,556.3
"HBG1",0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,988.4,0,0,0,0,0,0,0,0,0,0,1948.2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.3,0.8,0,0,0,0,4.9,0,0,0,0,0,0.2,0,0,0.1,0
"AKR1B10",0,2731.1,0,0,0.5,1.6,9,0.1,0.9,0.2,0,5,0.8,0,1.1,1.2,5.7,0,2.9,0.2,0.1,0,0,1.4,580.9,0.6,0,0.3,0,10.2,0.7,0,0.4,0,0,0.5,4.1,0,0.8,0.5,2.1,0.2,0,1.8,1.2,2.2,1,1.6,2,1,0,0,0,1.6,1.3,1.2,0.1,0.8,0.3,0,0,22.3,0,0.2
