gene,1,2,3,4,5,6,7,8
MTRF1L,1716,2023,1964,2192,1887,2276,2133,2491
MTRNR2L1,1274,1141,996,1100,1104,1057,3,3
MTRNR2L10,0,0,0,0,0,0,0,0
MTRNR2L2,20037,21200,20644,25042,21232,25581,15962,21581
MTRNR2L3,31,4,16,10,1,10,2,10
MTRNR2L4,6,13,8,2,26,10,7,14
MTRNR2L5,0,0,0,0,0,0,0,0
MTRNR2L6,5,2,0,4,3,1,1,0
MTRNR2L7,0,0,0,0,0,0,0,0
MTRNR2L8,10803,11712,11501,13422,12213,12683,9061,11924
MTRR,5147,5777,4747,6499,4999,6220,5325,6773
MTSS1,2575,2384,3842,5140,2455,3055,2653,2439
MTSS1L,679,688,466,566,632,859,470,683
MTTP,4,0,0,0,0,1,0,0
MTUS1,1091,987,922,1009,706,605,477,519
MTUS2,30,45,33,46,27,63,54,50
MTUS2-AS1,14,8,1,13,21,6,9,5
MTVR2,23,8,8,0,14,19,12,8
MTX1,1680,1578,1548,1930,1355,1515,1328,1668
MTX2,880,1039,1109,1581,795,1104,635,815
MTX3,5988,6308,4884,6959,6190,7660,8221,6682
MUC1,491,369,668,779,366,625,350,417
MUC12,70,37,38,55,52,28,33,11
MUC13,5,3,0,9,0,1,1,1
MUC15,0,0,0,0,0,0,0,0
MUC16,4,4,14,17,12,20,8,0
MUC17,0,0,0,0,0,0,0,0
MUC2,0,0,0,0,0,0,0,0
MUC20,2808,1973,2026,2125,769,789,1836,1886
MUC21,0,0,0,0,0,0,0,0
MUC22,0,0,0,0,0,0,0,0
MUC4,24,12,52,20,16,45,13,22
MUC5B,94,78,58,82,47,103,123,110
MUC6,174,311,153,194,222,412,346,287
MUC7,0,0,0,0,0,0,0,0
MUCL1,0,0,0,0,0,0,1,0
MUL1,1663,1664,1938,2446,1293,1844,1326,1929
MUM1,3125,2703,2514,2694,3214,3073,2798,3451
MUM1L1,0,0,0,0,0,0,0,0
MURC,71,18,8,16,18,20,15,39
MUS81,4303,4009,3813,4431,4188,4108,3624,4118
MUSK,0,0,0,0,0,0,0,0
MUSTN1,264,268,326,314,273,306,249,405
MUT,1555,1636,1226,1367,1323,1480,1743,1770
MUTYH,2567,2197,2203,2475,2295,2119,2101,2442
MVB12A,1181,1091,1093,1503,1087,1163,908,1245
MVB12B,1166,681,484,457,915,856,452,420
MVD,1691,1775,1867,2329,1608,1811,1357,1994
MVK,713,700,796,954,683,701,565,649
MVP,26671,26143,25373,29768,20200,22671,19103,27756
MX1,6464,9803,5392,7082,4018,3986,4832,5898
MX2,8544,8974,7537,9971,6972,6411,6782,8124
MXD1,1891,1834,1502,2367,1368,2027,1473,1880
MXD3,654,646,790,679,717,731,475,588
MXD4,8535,8439,7751,9846,7730,8999,6228,9817
MXI1,4447,3900,6197,6529,4526,5061,4612,4604
MXRA5,5,0,0,0,0,0,0,0
MXRA7,1143,1218,938,926,892,1139,487,670
MXRA8,540,555,401,560,639,689,703,865
MYADM,6292,6075,6475,6691,4821,4986,5495,7588
MYADML,0,0,0,0,0,0,0,0
MYADML2,0,0,0,0,0,0,0,0
MYB,984,983,837,1027,687,661,795,1166
MYBBP1A,6101,5389,4672,5770,4565,4121,5316,6085
MYBL1,3670,3268,3068,2518,3873,5999,3974,2563
MYBL2,76,229,64,338,17,240,18,189
MYBPC1,0,0,3,0,0,0,0,0
MYBPC2,1,16,76,46,6,19,37,11
MYBPC3,1,23,3,0,0,0,0,7
MYBPH,0,0,0,0,0,0,0,0
MYBPHL,0,0,0,0,0,0,4,0
MYC,15105,14545,9713,12311,15098,13549,9287,9587
MYCBP,0,0,1,0,6,0,0,2
MYCBP2,26859,24721,23740,28049,23890,20387,27796,30611
MYCBP2-AS1,0,3,13,8,10,7,2,11
MYCBPAP,217,316,169,400,211,326,216,446
MYCL1,40,34,29,8,1,4,2,11
MYCN,2,14,0,0,0,6,28,11
MYCNOS,0,0,0,0,0,0,0,4
MYCT1,0,0,0,0,0,0,0,0
MYD88,6354,6630,5438,7021,5437,6042,4431,6576
MYEF2,904,1288,1054,1436,1051,1352,1152,1228
MYEOV,4,0,0,5,0,0,1,4
MYEOV2,1362,1619,1586,1840,1421,1910,1076,1366
MYF5,0,0,0,0,0,0,0,0
MYF6,0,0,0,0,0,0,0,0
MYH1,0,5,1,5,7,7,4,4
MYH10,898,871,720,983,591,816,858,887
MYH11,820,595,1088,1066,559,772,676,900
MYH13,7,0,13,3,5,3,1,10
MYH14,0,0,0,0,0,0,0,0
MYH15,32,47,28,19,16,34,19,39
MYH16,0,0,0,0,4,0,0,0
MYH2,0,1,1,2,1,0,1,0
MYH3,1208,1189,1011,1317,1457,1381,976,1012
MYH4,0,0,4,0,1,0,0,0
MYH6,0,0,0,0,0,0,0,0
MYH7,0,0,0,0,0,0,0,0
MYH7B,348,309,245,331,557,417,497,474
MYH8,0,0,0,0,0,0,0,0
MYH9,193881,210074,205294,243063,189976,186977,155350,228175
MYL1,0,0,0,0,0,0,0,0
MYL10,0,0,0,0,0,0,0,0
MYL12A,25137,27234,27729,32886,25133,28729,22700,27276
MYL12B,15368,16223,18339,20176,15283,16324,12355,15976
MYL2,0,0,0,0,0,0,0,0
MYL3,0,0,0,0,0,0,0,0
MYL4,0,0,0,0,0,0,0,14
MYL5,280,271,197,319,298,274,204,243
MYL6,19516,22865,24304,30160,21173,24532,16575,26373
MYL6B,212,433,289,427,335,345,234,391
MYL7,3,0,0,8,1,0,0,3
MYL9,24,24,0,11,7,0,6,10
MYLIP,15225,16584,13719,16830,15028,16138,15008,20852
MYLK,16,29,15,12,34,4,16,20
MYLK-AS1,21,49,6,35,45,60,32,35
MYLK2,0,2,0,0,0,0,0,0
MYLK3,15,1,0,10,18,11,2,12
MYLK4,230,263,101,144,282,216,158,125
MYLPF,19,57,36,67,32,35,48,43
MYNN,1155,1530,1407,1807,1420,1850,1584,1878
MYO10,12,2,4,6,17,4,31,4
MYO15A,207,127,160,94,130,156,148,244
MYO15B,19397,11718,7764,8003,11391,9132,29908,29695
MYO16,259,253,297,376,312,326,31,35
MYO16-AS1,0,0,0,0,0,0,0,0
MYO18A,15364,15868,13804,16716,13483,14223,11208,15196
MYO18B,40,4,29,32,194,146,7,40
MYO19,4563,4098,3173,4677,3544,4040,3321,4179
MYO1A,100,34,52,53,43,52,27,37
MYO1B,59,28,36,61,146,32,44,20
MYO1C,2648,2564,2689,2945,2594,2952,2059,3101
MYO1D,1939,1375,1419,1529,1570,1433,1240,1200
MYO1E,14,9,13,19,0,13,17,38
MYO1F,17880,22032,16709,22848,15908,21746,13660,20298
MYO1G,25667,27971,25691,29441,23023,25695,21041,27001
MYO1H,0,39,13,30,7,10,25,32
MYO3A,0,0,0,0,0,0,0,0
MYO3B,0,0,2,2,0,0,0,19
MYO5A,8308,8796,8399,11009,8454,9187,7855,9226
MYO5B,38,17,31,26,49,33,42,27
MYO5C,233,202,125,231,209,170,91,144
MYO6,207,333,510,582,227,313,229,196
MYO7A,59,317,76,138,197,275,41,196
MYO7B,7,8,14,29,16,6,21,14
MYO9A,3527,3230,3582,3762,3205,2916,3647,3660
MYO9B,38597,35195,28679,35133,32276,32572,26554,36750
MYOC,0,0,0,0,0,0,7,4
MYOCD,0,0,0,0,0,0,0,0
MYOD1,0,0,0,0,0,0,0,0
MYOF,28,77,29,10,34,19,49,30
MYOG,0,0,0,0,0,0,0,0
MYOM1,1165,811,601,816,1054,575,572,592
MYOM2,211,284,85,87,105,100,737,1063
MYOM3,0,5,0,0,0,0,0,0
MYOT,37,6,43,24,24,13,8,31
MYOZ1,0,1,0,0,4,0,1,0
MYOZ2,0,0,0,9,0,1,11,10
MYOZ3,0,5,0,0,1,0,1,0
MYPN,12,0,0,0,0,0,0,0
MYPOP,1129,902,931,1085,1098,913,728,1050
MYRF,267,252,163,146,155,203,154,180
MYRIP,0,9,25,1,21,8,9,14
MYSM1,7783,9729,7318,10673,9527,9614,10195,9895
MYT1,7,0,0,0,8,2,8,11
MYT1L,1,1,2,1,1,5,0,0
MYZAP,109,97,37,37,54,42,70,61
MZB1,40,23,5,32,13,11,24,31
MZF1,2446,1965,2027,2234,1931,1864,2049,2194
MZT1,545,878,835,1193,824,1723,776,917
MZT2A,3170,2979,3406,4195,2950,2985,3230,4401
MZT2B,2619,2378,2394,2824,2077,2220,1761,2303
N4BP1,12586,12909,12041,15895,10738,11471,10877,13743
N4BP2,3848,4840,3977,5151,5032,6151,5997,5974
N4BP2L1,2265,2313,1856,2519,1798,2213,2446,2307
N4BP2L2,10096,12787,10907,14744,12493,12763,14828,12940
N4BP2L2-IT2,635,833,468,803,718,1185,1283,1024
N4BP3,158,81,188,190,282,154,201,248
N6AMT1,213,294,133,332,304,213,349,287
N6AMT2,255,156,221,292,202,228,172,218
NAA10,3708,3219,3590,3560,3558,3798,2469,3840
NAA11,0,0,0,0,0,0,0,0
NAA15,4629,6405,6122,7628,5305,6577,6473,5953
NAA16,6026,7228,4277,6505,5759,8517,7351,6545
NAA20,1583,1803,1673,2219,1871,1813,1587,1731
NAA25,2856,3327,1977,3323,2400,3200,3649,3562
NAA30,1288,1939,1509,2287,1369,2479,1924,1882
NAA35,1606,1824,1480,1816,1640,1607,1700,1926
NAA38,3089,3575,3066,4084,3533,4517,3970,3174
NAA40,3389,3199,1944,3035,2174,2375,2319,2973
NAA50,3288,4912,4020,5371,4215,6510,4383,4092
NAA60,4920,4503,3800,4764,4192,4301,3488,4828
NAAA,5902,5932,4522,5265,5838,5975,5142,6708
NAALAD2,67,136,90,198,180,260,240,204
NAALADL1,902,762,890,961,773,681,476,852
NAALADL2,1,3,1,0,2,0,4,1
NAALADL2-AS3,0,0,0,0,0,0,0,0
NAB1,1681,2092,1627,2303,1973,2407,1765,2149
NAB2,595,542,387,608,523,493,558,796
NABP1,1707,2532,1540,2708,2271,3670,2033,2611
NABP2,1354,1424,1142,1456,1336,1430,921,1295
NACA,109394,94631,105408,122341,103086,94453,84346,99688
NACA2,0,0,0,0,0,1,0,0
NACAD,47,18,15,32,12,19,14,9
NACAP1,1,0,0,1,1,1,3,0
NACC1,4334,3860,4102,4335,3751,4014,2851,4185
NACC2,2625,1615,1871,1818,1851,1853,1085,1231
NADK,4661,4391,4641,5789,4942,5151,3870,5922
NADKD1,1289,1178,904,1216,1165,1569,1492,1022
NADSYN1,10713,9806,8578,10219,9764,10650,7957,10233
NAE1,3109,4937,3726,4678,4387,4685,4620,4152
NAF1,1052,1394,757,1354,1087,1216,1193,1240
NAGA,1738,1880,1711,1870,1653,1799,1296,2013
NAGK,2697,2386,2423,3072,2579,2656,2208,2769
NAGLU,2101,1672,1515,1718,1654,1672,1481,1504
NAGPA,2330,2047,2018,2628,2274,2126,1747,2258
NAGPA-AS1,43,15,9,22,41,17,34,21
NAGS,29,51,53,36,18,41,15,52
NAIF1,2025,1743,1632,2198,1521,1660,1456,1693
NAIP,5998,5937,6470,7486,7098,6574,6102,6642
NALCN,0,0,0,0,0,6,0,0
NALCN-AS1,0,0,0,0,0,0,0,0
NAMPT,1549,2322,2192,2788,1782,2487,1651,2104
NANOG,18,5,4,13,5,20,5,13
NANOGNB,0,0,0,0,0,0,0,0
NANOS1,591,653,625,774,433,625,675,635
NANOS2,0,0,0,0,3,0,0,0
NANOS3,0,0,0,0,1,0,0,0
NANP,126,188,149,216,154,291,139,139
NANS,1361,1338,1389,1429,1223,1344,1071,1552
NAP1L1,60165,69720,69138,79726,68467,75261,69289,69209
NAP1L2,627,622,832,754,866,1045,681,619
NAP1L3,1199,1073,1032,1221,845,936,1319,1403
NAP1L4,15760,16974,11917,16199,12907,15053,15315,20520
NAP1L5,460,513,655,720,422,811,557,664
NAP1L6,15,3,43,23,32,19,4,1
NAPA,5008,5095,4536,5700,4527,4814,3898,5425
NAPA-AS1,86,75,131,172,109,77,71,108
NAPB,1262,1392,1018,1379,1355,1582,1468,1834
NAPEPLD,772,860,715,915,897,1113,994,867
NAPG,1561,1964,1418,1970,1657,2480,1661,1762
NAPRT1,4325,4364,4025,4554,3832,3842,3113,4574
NAPSA,341,152,222,196,176,173,181,263
NAPSB,136,125,15,37,44,30,51,79
NARF,6461,5853,4860,6065,4191,4538,4304,6243
NARFL,1581,1452,1163,1609,1275,1372,1541,1979
NARG2,4443,5695,4965,6281,5076,5512,5657,5434
NARR,0,0,0,0,0,0,0,0
NARS,5559,6396,5589,7014,5824,6709,6191,6522
NARS2,894,960,892,940,769,765,723,939
NASP,4276,4866,4745,5960,4673,4252,4458,5696
NAT1,248,310,218,420,200,316,219,328
NAT10,5668,4819,4183,5721,4202,4543,4766,5618
NAT14,117,197,213,136,152,166,112,165
NAT16,0,0,0,0,0,0,1,0
NAT2,0,0,0,0,0,0,0,0
NAT6,1589,1285,1522,1647,1282,1385,1390,1502
NAT8,8,19,12,10,4,22,29,15
NAT8B,0,3,0,0,1,0,1,4
NAT8L,6,7,10,20,0,13,3,11
NAT9,3169,2464,2318,2712,2370,2332,2567,3142
NAV1,1135,839,669,984,1021,723,902,1076
NAV2,98,57,17,27,110,67,101,65
NAV2-AS4,0,0,0,0,0,0,0,0
NAV2-AS5,0,0,0,0,0,0,0,0
NAV3,0,0,0,0,0,0,0,0
NBAS,5038,4625,4980,5865,4099,3763,4057,4745
NBEA,441,303,402,359,390,299,662,558
NBEAL1,478,452,514,729,634,528,674,818
NBEAL2,36837,40783,36639,51001,33389,39545,22052,34783
NBEAP1,0,4,3,0,0,6,13,4
NBL1,32,11,48,22,42,24,24,61
NBLA00301,0,0,0,0,0,0,0,0
NBN,2352,3458,2460,3055,2998,3452,3436,3072
NBPF1,6700,4847,5234,5857,5693,3815,7730,8992
NBPF10,26111,20958,27187,28784,24739,21428,27738,31726
NBPF11,0,0,0,0,0,0,0,0
NBPF14,8425,7179,9176,10087,7945,7189,10892,11754
NBPF15,3187,2453,2333,2775,2355,1638,2660,3479
NBPF16,3288,2843,3163,3662,2831,2718,3537,3771
NBPF22P,0,0,7,0,2,2,1,1
NBPF24,61,60,80,90,105,120,71,93
NBPF3,2316,2004,1615,1564,1860,1466,1478,1973
NBPF4,0,9,9,1,5,13,5,0
NBPF6,1,6,6,1,12,2,0,1
NBPF7,230,168,121,126,114,174,195,243
NBPF9,16531,12738,15816,16803,14367,11722,18874,22800
NBR1,10023,10999,10389,13837,10508,9788,9369,11249
NBR2,356,486,462,531,326,335,436,508
NCALD,990,1323,764,1055,730,1060,716,763
NCAM1,199,126,24,25,38,59,29,41
NCAM2,0,0,0,0,21,0,0,0
NCAN,0,0,0,0,17,0,5,8
NCAPD2,8458,8036,6524,7996,8021,6919,6496,8742
NCAPD3,3890,3739,3195,3625,3211,2995,2883,4108
NCAPG,78,137,55,92,39,150,62,114
NCAPG2,1048,1264,753,1034,1049,1192,1850,1633
NCAPH,188,433,143,323,164,216,107,227
NCAPH2,5250,5559,5653,6124,5772,5398,4830,6422
NCBP1,3069,3506,2683,3667,3246,3547,3951,3939
NCBP2,3741,4972,4136,4839,4469,5320,5338,4997
NCCRP1,0,0,10,0,4,1,3,4
NCDN,2960,2652,2645,3516,2842,2770,2250,3473
NCEH1,448,334,385,324,410,450,474,429
NCF1,420,315,279,412,296,298,366,435
NCF1B,742,451,436,576,492,475,582,876
NCF1C,216,199,133,235,156,176,232,269
NCF2,1674,2893,787,1519,319,416,1163,1479
NCF4,1429,1555,1854,2393,1274,1537,1101,1380
NCK1,3044,3234,3129,4228,3365,3358,2894,3245
NCK2,18959,20373,14724,16687,16119,16986,17828,18194
NCKAP1,288,365,457,532,345,339,304,309
NCKAP1L,14346,14665,12854,18296,12567,12785,10865,17119
NCKAP5,6,1,0,0,0,0,0,0
NCKAP5L,1506,781,1181,1298,894,916,934,1262
NCKIPSD,1754,1315,1262,1451,1565,1403,1139,1751
NCL,50242,55472,48997,60057,46939,49773,47262,59902
NCLN,8830,7942,7167,8826,7686,8023,5666,7202
NCMAP,11,10,14,0,7,14,3,14
NCOA1,14264,12836,12747,14433,11339,11684,10659,13063
NCOA2,4949,3983,3286,4256,4158,3689,4044,4401
NCOA3,13761,13581,11158,16228,11843,13080,12671,15498
NCOA4,9131,10608,10358,13306,10611,10547,8813,13281
NCOA5,4246,3159,2997,3635,3261,2741,2994,3111
NCOA6,10713,9678,9048,10666,9373,8046,7350,10476
NCOA7,5173,5244,4927,6446,4690,5659,4498,4442
NCOR1,14121,15014,14322,17233,14172,14322,14303,17892
NCOR1P1,0,5,0,10,4,9,2,8
NCOR2,26363,20636,20162,23260,21458,18902,16956,21976
NCR1,0,16,25,25,4,2,19,29
NCR2,0,0,0,0,0,0,0,0
NCR3,459,327,294,326,469,618,337,409
NCR3LG1,341,251,160,238,327,254,276,149
NCRNA00185,3,6,21,20,1,7,0,0
NCRUPAR,53,23,28,40,16,34,31,47
NCS1,12,13,14,16,6,1,0,19
NCSTN,6502,5322,5172,6750,5440,5006,4847,6256
NDC80,389,805,423,700,389,769,432,604
NDE1,3604,3317,3666,4694,3282,3210,3097,4261
NDEL1,2657,2585,2995,3538,2678,2446,2344,3432
NDFIP1,11675,14169,11284,13920,12411,15696,13479,14020
NDFIP2,269,368,408,514,430,554,277,272
NDFIP2-AS1,0,0,0,0,0,0,0,0
NDN,19,26,5,34,0,10,5,33
NDNF,0,0,0,0,0,0,0,0
NDNL2,7746,7883,10643,13375,8329,10096,7052,11087
NDOR1,5861,5559,5075,6355,5893,6053,5011,6176
NDP,0,0,0,0,0,0,0,0
NDRG1,8877,8074,8236,10293,7619,7220,7057,9191
NDRG2,1587,1523,1603,1646,1459,1135,1299,1556
NDRG3,6066,5100,6174,7052,5566,5141,4528,6075
NDRG4,125,47,14,26,65,50,96,98
NDST1,66,54,53,72,62,56,70,64
NDST2,11325,9564,7257,10078,8876,8913,8007,10753
NDST3,0,0,0,0,1,0,4,0
NDST4,0,0,0,0,0,0,0,0
NDUFA1,3612,3551,3664,4504,3328,3785,2882,3730
NDUFA10,6196,5909,5634,7053,5983,6174,5249,6996
NDUFA11,3096,2508,2660,3307,2463,2755,2205,2940
NDUFA12,2219,2122,2770,3477,1855,2040,1777,2715
NDUFA13,3767,4215,3514,4621,3698,3905,3267,4087
NDUFA2,2125,2040,1963,2450,1840,2242,1511,2288
NDUFA3,2228,1747,1768,2057,1498,1853,1638,2059
NDUFA4,6008,6074,5805,7199,5271,5880,4312,5968
NDUFA4L2,9,28,12,15,13,7,0,4
NDUFA5,1891,2742,2273,2830,2282,4405,2934,2613
NDUFA6,2490,2264,2543,3392,1907,2800,2566,3302
NDUFA7,1046,1079,1041,1196,888,1018,753,1126
NDUFA8,955,798,763,855,663,679,501,805
NDUFA9,2779,2823,3035,3813,2220,2624,2086,2800
NDUFAB1,1388,1344,1313,1525,1293,1314,1065,1645
NDUFAF1,219,432,448,492,531,411,318,393
NDUFAF2,752,1014,1058,1202,818,1025,886,954
NDUFAF3,1695,1397,1431,1728,1527,1592,1297,1749
NDUFAF4,538,783,512,949,517,864,558,680
NDUFAF4P1,1,24,9,7,10,9,3,5
NDUFAF5,979,1167,741,1116,985,1403,1284,1293
NDUFAF6,758,694,637,801,821,649,708,657
NDUFAF7,1413,1420,1150,1381,1373,1260,1493,1482
NDUFB1,1339,1238,1387,1759,1363,1513,1152,1600
NDUFB10,3827,4274,3506,4230,3947,4264,2421,3597
NDUFB11,4787,3944,4090,5131,4199,4185,3184,4175
NDUFB2,1750,1625,1588,1831,1471,1714,1080,1510
NDUFB2-AS1,168,183,183,131,113,181,161,189
NDUFB3,679,976,1043,1268,936,1051,822,1232
NDUFB4,4160,4121,4138,5151,3657,4369,3815,4613
NDUFB5,1539,2275,2189,2521,2056,2262,1881,1965
NDUFB6,750,824,779,996,647,1019,765,967
NDUFB7,2110,1872,1702,1972,1741,2049,1493,1850
NDUFB8,6017,5757,5780,7049,5376,5588,5162,6466
NDUFB9,6210,7268,7208,8785,5705,6786,4967,7134
NDUFC1,1109,1128,972,1060,1027,1293,1040,1160
NDUFC2,435,466,388,585,476,652,515,502
NDUFC2-KCTD14,0,0,0,0,0,0,0,0
NDUFS1,3798,3358,3469,3899,3073,3251,3456,3895
NDUFS2,5842,5356,4318,5511,4304,4996,4858,5988
NDUFS3,2922,2760,2525,3257,2577,2623,2167,2943
NDUFS4,1195,1282,1165,1506,921,973,911,1292
NDUFS5,5041,4892,5359,6376,4572,4965,4236,5406
NDUFS6,1501,1811,1715,2166,1560,1902,1434,2011
NDUFS7,2494,2342,2131,2580,2275,2293,1866,2641
NDUFS8,2348,2270,2247,2513,2232,2334,1789,2318
NDUFV1,10264,10053,9968,12155,8999,10150,8099,10751
NDUFV2,4120,4480,4034,5303,3720,4981,3754,4304
NDUFV3,1145,1172,1024,1226,986,931,1080,1468
NEAT1,26863,41585,23535,33887,34110,57761,38307,49618
NEB,324,267,186,228,387,318,361,345
NEBL,16,24,7,26,24,31,45,48
NEBL-AS1,0,0,0,0,0,0,0,0
NECAB1,3,16,20,2,6,19,40,11
NECAB2,0,0,0,0,0,0,0,0
NECAB3,897,929,714,1044,821,1200,786,1225
NECAP1,5195,5210,3888,6060,5109,5471,5033,5716
NECAP2,12144,12717,11261,14187,9233,9602,9715,13651
NEDD1,2085,2694,2075,2917,2064,2828,2403,2442
NEDD4,261,221,316,323,306,444,689,544
NEDD4L,210,228,248,401,281,304,406,423
NEDD8,1986,1920,1972,2078,1796,1759,1275,1863
NEDD8-MDP1,0,0,0,0,0,0,0,0
NEDD9,3962,3472,3241,3915,3745,3498,2933,3743
NEFH,146,144,181,135,89,51,126,116
NEFL,1107,786,2499,2015,1794,903,1119,760
NEFM,183,100,193,215,248,163,142,187
NEGR1,8,0,0,4,0,0,3,6
NEGR1-IT1,0,0,0,0,0,0,0,0
NEIL1,1611,1334,1206,1313,1407,1206,1359,1217
NEIL2,1673,1763,1508,1806,1573,1337,1434,1457
NEIL3,4,42,9,44,5,51,2,24
NEK1,1794,1821,1620,2117,1696,1974,1750,1562
NEK10,13,35,15,29,37,26,17,44
NEK11,303,173,238,230,272,305,112,202
NEK2,7,46,6,17,22,20,10,48
NEK3,582,792,617,907,725,722,543,614
NEK4,1540,1255,1371,1780,1470,1480,1467,1671
NEK5,234,212,219,233,196,196,212,238
NEK6,945,1241,874,1235,814,938,705,1193
NEK7,3328,4688,3470,4240,4608,6644,4662,4135
NEK8,1019,1018,1038,1167,843,838,897,1079
NEK9,12866,11587,10956,13252,12760,10216,10853,13110
NELFA,3093,2860,2754,3312,2654,2804,2564,3392
NELFB,6232,5584,6024,6326,5329,5593,4313,6129
NELFCD,7950,7447,6245,7641,6806,6987,6165,8213
NELFE,3643,3682,3948,4332,3458,3339,3017,3798
NELL1,0,0,0,0,0,0,0,0
NELL2,18216,13926,13816,13440,17889,16009,27284,27226
NEMF,7624,8262,6168,8944,6839,8998,8968,7169
NENF,1593,1369,1383,1558,1301,1319,1017,1384
NEO1,3430,2286,2391,2159,2943,2170,2792,2684
NES,0,0,0,0,0,0,0,1
NET1,1490,1515,1595,2258,1066,1554,1904,2142
NETO1,0,0,0,0,0,0,2,0
NETO2,268,684,498,763,235,578,309,483
NEU1,1391,1619,1019,1628,1362,1400,777,1256
NEU2,0,0,0,0,0,0,0,0
NEU3,1088,1128,917,1222,1078,779,980,1275
NEU4,0,4,0,1,0,3,2,7
NEURL,325,248,270,372,129,124,195,239
NEURL1B,21,16,20,8,8,5,11,18
NEURL2,193,112,83,118,121,103,132,189
NEURL3,6,10,0,4,0,0,0,1
NEURL4,6804,6272,5796,6881,6247,5903,5582,7068
NEUROD1,0,0,0,0,0,0,0,0
NEUROD2,0,0,0,0,0,1,1,4
NEUROD4,0,0,0,0,0,0,0,0
NEUROD6,0,0,0,0,0,0,0,0
NEUROG1,0,0,0,4,0,0,0,0
NEUROG2,1,0,0,4,0,0,0,4
NEUROG3,0,0,9,0,0,0,1,0
NEXN,72,112,75,67,50,118,116,95
NF1,4517,5133,4277,5819,4802,5430,4404,4727
NF1P2,0,0,0,0,0,0,0,0
NF2,4407,3974,3574,4545,3706,3469,2622,3456
NFAM1,72,126,4,59,69,15,52,46
NFASC,8,10,7,10,0,4,0,8
NFAT5,5973,7517,5776,8047,7139,9522,8546,8731
NFATC1,10020,7863,7321,7904,8167,7401,7307,9103
NFATC2,15767,14567,13777,17035,13258,13744,12154,15981
NFATC2IP,13642,13383,10867,15078,11830,12607,12226,14932
NFATC3,20084,19628,19331,24029,16162,16007,18299,22549
NFATC4,0,0,0,0,0,0,1,0
NFE2,68,31,4,39,11,14,7,17
NFE2L1,7935,6983,6769,8029,6726,6202,5063,7279
NFE2L2,3851,3394,3532,4405,3272,3808,4079,3262
NFE2L3,789,915,820,1034,977,1069,986,1043
NFIA,562,477,448,363,620,753,530,328
NFIB,2,2,1,4,5,5,2,0
NFIC,5731,4595,5259,5202,4541,4731,4696,5172
NFIL3,846,995,1219,1101,717,896,511,852
NFIX,1157,711,977,823,967,689,711,914
NFKB1,15242,12547,12328,14155,10775,10290,11000,12936
NFKB2,10403,8730,10318,12226,9088,9227,8415,11096
NFKBIA,77109,78168,59951,84390,64676,79324,42362,67920
NFKBIB,2260,2334,2430,3127,1862,2823,1585,2807
NFKBID,757,582,731,724,653,721,745,745
NFKBIE,1223,1245,1744,1870,1077,1469,861,1482
NFKBIL1,1154,882,885,1029,1186,932,972,1080
NFKBIZ,27347,23943,28028,38830,23527,37303,21413,30688
NFRKB,12020,10883,7722,10809,9584,9375,9619,12292
NFS1,1153,972,846,1232,1120,1001,1292,1029
NFU1,1530,1501,1549,1684,1336,1655,1471,1467
NFX1,7460,6942,6839,8681,7531,6375,8081,8474
NFXL1,1309,1266,987,1205,1050,1131,1083,1205
NFYA,5977,5313,5613,6839,5324,4861,6183,6447
NFYB,1548,1817,1741,1900,1652,1729,1637,1576
NFYC,3902,3457,2987,3774,3644,3233,3163,3873
NGB,0,0,0,0,0,0,0,0
NGDN,4152,3765,3032,4516,3476,4014,3422,4036
NGEF,2,0,0,1,0,0,0,1
NGF,0,0,0,0,0,0,0,0
NGFR,46,7,12,15,5,16,14,4
NGFRAP1,492,652,1882,2060,1416,1592,659,700
NGLY1,3935,4048,3692,4857,4396,4581,3750,4735
NGRN,3542,3360,3347,3819,3146,3336,2946,3772
NHEG1,0,0,0,0,0,0,0,0
NHEJ1,1466,1331,1532,1778,1250,1109,1254,1454
NHLH1,5,16,0,19,44,33,23,9
NHLH2,0,0,0,0,0,0,0,0
NHLRC1,75,36,21,44,45,46,22,19
NHLRC2,991,1195,1219,1468,1184,1444,1101,1114
NHLRC3,1175,1581,1093,1367,1482,1688,1858,1768
NHLRC4,79,173,160,185,144,112,197,184
NHP2,3311,2959,3216,4151,3143,3076,2739,3574
NHP2L1,5245,4655,5220,6575,4357,4499,4206,5236
NHS,78,48,86,106,105,44,54,86
NHSL1,68,41,37,62,63,75,67,46
NHSL2,857,623,966,841,1102,687,758,743
NICN1,2727,2684,1991,2405,2769,2243,2280,3132
NID1,6,60,14,16,2,18,4,24
NID2,311,388,215,367,408,434,454,446
NIF3L1,1206,1025,1132,1126,972,1087,1081,1000
NIM1,14,48,52,74,95,38,57,41
NIN,19363,18192,19036,22310,19192,19546,19705,21267
NINJ1,2582,1750,2806,3273,1967,2091,1884,2549
NINJ2,584,755,390,470,451,599,414,627
NINL,338,385,428,381,211,241,146,224
NIP7,2208,2475,2111,2625,1432,2392,1813,2256
NIPA1,2086,2549,2627,3270,2241,2888,2239,2613
NIPA2,1839,2357,2391,3067,2847,2979,2105,2681
NIPAL1,1,0,7,4,7,5,16,14
NIPAL2,142,294,296,404,386,557,192,264
NIPAL3,9631,8062,8011,8903,7788,7037,6756,9299
NIPAL4,15,32,14,2,9,25,12,43
NIPBL,16158,17984,15798,19386,16841,16732,18410,18843
